Index,Graph,Flow Cost,Time (sec),Num Iters
899,cambridge-500,2.6862452301882107,0.029908180236816406,8
900,cambridge-500,2.2682141939498806,0.04660820960998535,12
901,cambridge-500,3.0002430885178017,0.034390926361083984,5
902,cambridge-500,4.865552607115092,0.04676485061645508,7
903,cambridge-500,3.023771652535089,0.0389101505279541,6
904,cambridge-500,3.4423923550190767,0.018177509307861328,4
905,cambridge-500,2.9114613592100107,0.03182554244995117,10
906,cambridge-500,3.0625945059025717,0.01401519775390625,4
907,cambridge-500,3.378219005812689,0.02503347396850586,8
908,cambridge-500,2.467467488353481,0.025972366333007812,8
909,cambridge-500,4.086186374507143,0.010923147201538086,3
910,cambridge-500,2.630688278013632,0.01704549789428711,5
911,cambridge-500,5.024781840971322,0.02910637855529785,9
912,cambridge-500,2.289223181861431,0.026753664016723633,8
913,cambridge-500,4.842884141832067,0.028917312622070312,9
914,cambridge-500,3.1334173717656726,0.017604351043701172,5
915,cambridge-500,3.194787143181406,0.02356100082397461,7
916,cambridge-500,2.517930082052708,0.02671337127685547,7
917,cambridge-500,4.167398624650433,0.020511865615844727,6
918,cambridge-500,2.127440267024235,0.014270782470703125,4
919,cambridge-500,3.7532975991951667,0.01738882064819336,5
920,cambridge-500,3.2983327250932453,0.024051189422607422,7
921,cambridge-500,3.558595240490997,0.014003753662109375,4
922,cambridge-500,3.1346600211549687,0.02128124237060547,6
923,cambridge-500,5.652672595309607,0.014201641082763672,4
924,cambridge-500,2.4744039816427557,0.032265663146972656,10
925,cambridge-500,5.072666572261552,0.020562171936035156,6
926,cambridge-500,2.3687084421173745,0.02375173568725586,7
927,cambridge-500,3.7099981624165976,0.02385687828063965,7
928,cambridge-500,2.9655115628733326,0.02977919578552246,9
929,cambridge-500,2.7870008492490204,0.01106882095336914,3
930,cambridge-500,3.896780445689192,0.008014917373657227,2
931,cambridge-500,4.577265549648323,0.04122161865234375,13
932,cambridge-500,9.107089227605147,0.029724836349487305,8
933,cambridge-500,2.15262221746741,0.04074740409851074,13
934,cambridge-500,3.649897076899745,0.02649545669555664,8
935,cambridge-500,10.752338228151293,0.014051675796508789,4
936,cambridge-500,3.8859130579323087,0.017101526260375977,5
937,cambridge-500,7.384393111149568,0.026282072067260742,8
938,cambridge-500,2.2737894004928174,0.022969484329223633,7
939,cambridge-500,4.722364732314411,0.017277956008911133,5
940,cambridge-500,2.2211438987900896,0.022815227508544922,7
941,cambridge-500,7.719557771520497,0.011089324951171875,3
942,cambridge-500,6.2198574988119395,0.023223400115966797,7
943,cambridge-500,2.6075205722635686,0.03264355659484863,9
944,cambridge-500,4.129460336831326,0.01448965072631836,4
945,cambridge-500,3.784145102228481,0.01677846908569336,5
946,cambridge-500,3.0473296013544298,0.014096975326538086,4
947,cambridge-500,3.2807204467292417,0.028931140899658203,9
