Test Instance,Graph,Flow Cost,Dual Cost,Time (sec),,,
122,nyc-1000,2.3207974,1.9255874,0.038988385200501,,,
123,nyc-1000,5.3464527,5.062875,0.038988385200501,,,
124,nyc-1000,2.2420187,1.9164759,0.038988385200501,,,
125,nyc-1000,2.7217956,2.5355563,0.038988385200501,,,
126,nyc-1000,4.355135,4.1339855,0.038988385200501,,,
127,nyc-1000,6.2729044,5.92525,0.038988385200501,,,
128,nyc-1000,2.347961,2.128079,0.038988385200501,,,
129,nyc-1000,5.289568,4.9825287,0.038988385200501,,,
130,nyc-1000,1.7126994,1.5482643,0.038988385200501,,,
131,nyc-1000,3.431909,3.1723008,0.038988385200501,,,
132,nyc-1000,2.6519666,2.4306202,0.038988385200501,,,
133,nyc-1000,3.3508039,2.8863182,0.038988385200501,,,
134,nyc-1000,1.8866854,1.7130201,0.038988385200501,,,
135,nyc-1000,2.9607553,2.695694,0.038988385200501,,,
136,nyc-1000,2.9273605,2.705114,0.038988385200501,,,
137,nyc-1000,3.3668103,3.083698,0.038988385200501,,,
138,nyc-1000,6.2435637,5.772604,0.038988385200501,,,
139,nyc-1000,2.3403056,2.1168768,0.038988385200501,,,
140,nyc-1000,3.9656508,3.7658973,0.038988385200501,,,
141,nyc-1000,3.710095,3.4181926,0.038988385200501,,,
142,nyc-1000,4.360198,3.70736,0.038988385200501,,,
143,nyc-1000,6.915874,6.5683956,0.038988385200501,,,
144,nyc-1000,2.3127723,2.0994053,0.038988385200501,,,
145,nyc-1000,2.3162112,2.047747,0.038988385200501,,,
146,nyc-1000,4.9939423,4.5399384,0.038988385200501,,,
147,nyc-1000,2.4318218,2.259634,0.038988385200501,,,
148,nyc-1000,5.0412874,4.670927,0.038988385200501,,,
149,nyc-1000,2.7519267,2.4275546,0.038988385200501,,,
150,nyc-1000,3.0892115,2.8664365,0.038988385200501,,,
151,nyc-1000,2.448688,2.1601503,0.038988385200501,,,
152,nyc-1000,1.8913968,1.585101,0.038988385200501,,,
153,nyc-1000,1.5048802,1.2688975,0.038988385200501,,,
154,nyc-1000,3.042078,2.6037698,0.038988385200501,,,
155,nyc-1000,1.6566081,1.4361334,0.038988385200501,,,
156,nyc-1000,3.0756721,2.7435164,0.038988385200501,,,
157,nyc-1000,1.9145734,1.6696751,0.038988385200501,,,
158,nyc-1000,3.7093778,3.2778654,0.038988385200501,,,
159,nyc-1000,1.5980705,1.2561994,0.038988385200501,,,
160,nyc-1000,3.6371162,3.3821573,0.038988385200501,,,
161,nyc-1000,2.113944,1.7390051,0.038988385200501,,,
162,nyc-1000,3.273493,2.8557847,0.038988385200501,,,
163,nyc-1000,2.769015,2.5570955,0.038988385200501,,,
164,nyc-1000,2.6541963,2.3044968,0.038988385200501,,,
165,nyc-1000,1.876164,1.6660745,0.038988385200501,,,
166,nyc-1000,1.5971048,1.3992066,0.038988385200501,,,
167,nyc-1000,2.1486623,1.8403835,0.038988385200501,,,
168,nyc-1000,2.5680017,2.237055,0.038988385200501,,,
169,nyc-1000,1.5499198,1.3576291,0.038988385200501,,,
170,nyc-1000,3.5481744,3.323061,0.038988385200501,,,
171,nyc-1000,3.3011417,3.03063,0.038988385200501,,,
172,nyc-1000,2.769761,2.475831,0.038988385200501,,,
173,nyc-1000,1.9019771,1.6571176,0.038988385200501,,,
174,nyc-1000,2.9752712,2.7429934,0.038988385200501,,,
175,nyc-1000,1.8178594,1.5755074,0.038988385200501,,,
176,nyc-1000,2.341872,2.2095594,0.038988385200501,,,
177,nyc-1000,1.8100574,1.6048673,0.038988385200501,,,
178,nyc-1000,3.596661,3.2593942,0.038988385200501,,,
179,nyc-1000,4.927735,4.6089764,0.038988385200501,,,
180,nyc-1000,1.9773794,1.6281548,0.038988385200501,,,
181,nyc-1000,2.1872315,1.9471215,0.038988385200501,,,
182,nyc-1000,6.313889,5.942535,0.038988385200501,,,
183,nyc-1000,3.3579235,3.0574167,0.038988385200501,,,
184,nyc-1000,3.9969983,3.6782422,0.038988385200501,,,
185,nyc-1000,2.003314,1.8299727,0.038988385200501,,,
186,nyc-1000,2.6390157,2.3103957,0.038988385200501,,,
187,nyc-1000,2.4457269,2.1903727,0.038988385200501,,,
188,nyc-1000,3.3748362,3.048125,0.038988385200501,,,
189,nyc-1000,2.3125334,2.1076877,0.038988385200501,,,
190,nyc-1000,2.915555,2.5946121,0.038988385200501,,,
191,nyc-1000,4.6710916,4.345269,0.038988385200501,,,
192,nyc-1000,2.8763144,2.483684,0.038988385200501,,,
193,nyc-1000,3.2158089,2.774143,0.038988385200501,,,
194,nyc-1000,2.3876178,2.0131145,0.038988385200501,,,
195,nyc-1000,2.2705574,2.078607,0.038988385200501,,,
196,nyc-1000,2.6230364,2.401234,0.038988385200501,,,
197,nyc-1000,5.0114603,4.7380843,0.038988385200501,,,
198,nyc-1000,2.3573494,2.128429,0.038988385200501,,,
199,nyc-1000,2.0286603,1.7089343,0.038988385200501,,,
200,nyc-1000,2.480597,2.0243368,0.038918011188507,,,
201,nyc-1000,3.3951774,3.1416717,0.038918011188507,,,
202,nyc-1000,2.8089328,2.562234,0.038918011188507,,,
203,nyc-1000,2.0041559,1.6717299,0.038918011188507,,,
204,nyc-1000,2.2368407,2.029326,0.038918011188507,,,
205,nyc-1000,1.992892,1.8175013,0.038918011188507,,,
206,nyc-1000,3.937695,3.7297935,0.038918011188507,,,
207,nyc-1000,3.1325214,2.8772507,0.038918011188507,,,
208,nyc-1000,2.5086498,2.2925878,0.038918011188507,,,
209,nyc-1000,2.7531362,2.5602145,0.038918011188507,,,
210,nyc-1000,2.5615873,2.323388,0.038918011188507,,,
211,nyc-1000,2.3936357,2.1768794,0.038918011188507,,,
212,nyc-1000,2.1296134,1.8896761,0.038918011188507,,,
213,nyc-1000,3.1253014,2.8500023,0.038918011188507,,,
214,nyc-1000,6.938617,6.57779,0.038918011188507,,,
215,nyc-1000,1.7804313,1.5446153,0.038918011188507,,,
216,nyc-1000,3.9619203,3.5426512,0.038918011188507,,,
217,nyc-1000,2.8074136,2.6293287,0.038918011188507,,,
218,nyc-1000,5.3951654,5.1236362,0.038918011188507,,,
219,nyc-1000,1.6317073,1.4319832,0.038918011188507,,,
220,nyc-1000,3.4899402,3.276781,0.038918011188507,,,
221,nyc-1000,2.6634083,2.4181633,0.038918011188507,,,
222,nyc-1000,1.6934807,1.5005765,0.038918011188507,,,
223,nyc-1000,3.8875074,3.3621917,0.038918011188507,,,
224,nyc-1000,2.2056494,2.0025673,0.038918011188507,,,
225,nyc-1000,2.9609776,2.6781158,0.038918011188507,,,
226,nyc-1000,2.9708543,2.722119,0.038918011188507,,,
227,nyc-1000,5.43431,5.129387,0.038918011188507,,,
228,nyc-1000,3.1647277,2.8963003,0.038918011188507,,,
229,nyc-1000,4.923996,4.6698833,0.038918011188507,,,
230,nyc-1000,1.9261258,1.5747725,0.038918011188507,,,
231,nyc-1000,3.7880132,3.469528,0.038918011188507,,,
232,nyc-1000,3.0457919,2.832398,0.038918011188507,,,
233,nyc-1000,5.2916026,5.0122185,0.038918011188507,,,
234,nyc-1000,3.9772162,3.632821,0.038918011188507,,,
235,nyc-1000,4.3284655,4.01019,0.038918011188507,,,
236,nyc-1000,2.454504,2.1056557,0.038918011188507,,,
237,nyc-1000,2.3215895,1.979945,0.038918011188507,,,
238,nyc-1000,2.226255,1.9942793,0.038918011188507,,,
239,nyc-1000,2.2061403,1.9624643,0.038918011188507,,,
240,nyc-1000,2.4237118,2.132568,0.038918011188507,,,
241,nyc-1000,3.8140707,3.5729942,0.038918011188507,,,
242,nyc-1000,3.2958498,3.0744112,0.038918011188507,,,
243,nyc-1000,2.1648998,1.7794254,0.038918011188507,,,
244,nyc-1000,2.355606,1.8891866,0.038918011188507,,,
245,nyc-1000,2.516928,2.186212,0.038918011188507,,,
246,nyc-1000,2.124748,1.8223704,0.038918011188507,,,
247,nyc-1000,4.308064,4.02812,0.038918011188507,,,
248,nyc-1000,2.175677,1.80405,0.038918011188507,,,
249,nyc-1000,2.82587,2.3777955,0.038918011188507,,,
250,nyc-1000,3.6529756,3.3105052,0.038918011188507,,,
251,nyc-1000,2.6693084,2.3768013,0.038918011188507,,,
252,nyc-1000,4.322714,3.9729643,0.038918011188507,,,
253,nyc-1000,2.240764,2.0289657,0.038918011188507,,,
254,nyc-1000,1.6497328,1.3594192,0.038918011188507,,,
255,nyc-1000,1.751319,1.5326438,0.038918011188507,,,
256,nyc-1000,2.442988,2.1441672,0.038918011188507,,,
257,nyc-1000,2.1800628,2.0282037,0.038918011188507,,,
258,nyc-1000,2.478912,2.039575,0.038918011188507,,,
259,nyc-1000,3.3631544,3.120071,0.038918011188507,,,
260,nyc-1000,2.3600407,2.1766903,0.038918011188507,,,
261,nyc-1000,2.0910692,1.8958058,0.038918011188507,,,
262,nyc-1000,2.8071804,2.6147208,0.038918011188507,,,
263,nyc-1000,4.665923,4.4060664,0.038918011188507,,,
264,nyc-1000,3.192179,2.790661,0.038918011188507,,,
265,nyc-1000,1.7068295,1.3767008,0.038918011188507,,,
266,nyc-1000,1.9110963,1.5777559,0.038918011188507,,,
267,nyc-1000,2.8777294,2.644555,0.038918011188507,,,
268,nyc-1000,3.7011683,3.3727746,0.038918011188507,,,
269,nyc-1000,4.3250766,4.0656137,0.038918011188507,,,
270,nyc-1000,5.8383446,5.3602877,0.038918011188507,,,
271,nyc-1000,3.5895586,3.362647,0.038918011188507,,,
272,nyc-1000,3.3749666,2.9964764,0.038918011188507,,,
273,nyc-1000,3.6249902,3.362522,0.038918011188507,,,
274,nyc-1000,1.9328041,1.6431249,0.038918011188507,,,
275,nyc-1000,3.5180748,3.2114136,0.038918011188507,,,
276,nyc-1000,1.8721061,1.4636316,0.038918011188507,,,
277,nyc-1000,3.4154813,2.8529048,0.038918011188507,,,
278,nyc-1000,2.559507,2.1585221,0.038918011188507,,,
279,nyc-1000,2.1917841,1.9907336,0.038918011188507,,,
280,nyc-1000,1.8616581,1.6391726,0.038918011188507,,,
281,nyc-1000,2.804695,2.5830905,0.038918011188507,,,
282,nyc-1000,2.552081,2.3405035,0.038918011188507,,,
283,nyc-1000,3.6228237,3.1441245,0.038918011188507,,,
284,nyc-1000,2.8067422,2.548131,0.038918011188507,,,
285,nyc-1000,2.7837493,2.5373125,0.038918011188507,,,
286,nyc-1000,3.6597235,3.251429,0.038918011188507,,,
287,nyc-1000,1.5934842,1.2979466,0.038918011188507,,,
288,nyc-1000,1.7613597,1.5009322,0.038918011188507,,,
289,nyc-1000,2.7073374,2.4602442,0.038918011188507,,,
290,nyc-1000,2.6304421,2.3737044,0.038918011188507,,,
291,nyc-1000,2.465686,2.2160683,0.038918011188507,,,
292,nyc-1000,2.2426758,2.021218,0.038918011188507,,,
293,nyc-1000,1.9975469,1.7405536,0.038918011188507,,,
294,nyc-1000,4.6749024,4.3072543,0.038918011188507,,,
295,nyc-1000,3.8632386,3.5717125,0.038918011188507,,,
296,nyc-1000,2.647396,2.4097984,0.038918011188507,,,
297,nyc-1000,2.367317,2.1277874,0.038918011188507,,,
298,nyc-1000,2.474427,1.9705577,0.038918011188507,,,
299,nyc-1000,2.088244,1.7857137,0.038918011188507,,,
300,nyc-1000,2.9194858,2.664102,0.039185054302216,,,
301,nyc-1000,3.0913641,2.881139,0.039185054302216,,,
302,nyc-1000,1.780133,1.5046289,0.039185054302216,,,
303,nyc-1000,2.8284812,2.4871988,0.039185054302216,,,
304,nyc-1000,4.479149,4.098178,0.039185054302216,,,
305,nyc-1000,3.309935,3.0573494,0.039185054302216,,,
306,nyc-1000,2.4884987,2.2086723,0.039185054302216,,,
307,nyc-1000,2.161076,1.8455064,0.039185054302216,,,
308,nyc-1000,2.5406213,2.2419019,0.039185054302216,,,
309,nyc-1000,2.2846127,2.0353065,0.039185054302216,,,
310,nyc-1000,2.0024676,1.7217423,0.039185054302216,,,
311,nyc-1000,2.7763834,2.5441937,0.039185054302216,,,
312,nyc-1000,2.1551628,1.7298216,0.039185054302216,,,
313,nyc-1000,2.6623435,2.3774817,0.039185054302216,,,
314,nyc-1000,1.892415,1.676008,0.039185054302216,,,
315,nyc-1000,3.2214522,2.905845,0.039185054302216,,,
316,nyc-1000,2.1705108,1.9665622,0.039185054302216,,,
317,nyc-1000,3.2217128,3.0280783,0.039185054302216,,,
318,nyc-1000,3.5293825,3.3032656,0.039185054302216,,,
319,nyc-1000,3.2431042,3.0229816,0.039185054302216,,,
320,nyc-1000,2.8321543,2.6059372,0.039185054302216,,,
321,nyc-1000,2.6738367,2.33323,0.039185054302216,,,
322,nyc-1000,2.8514218,2.4655364,0.039185054302216,,,
323,nyc-1000,1.763038,1.5711854,0.039185054302216,,,
324,nyc-1000,2.8689766,2.654485,0.039185054302216,,,
325,nyc-1000,2.2752047,1.9907,0.039185054302216,,,
326,nyc-1000,1.9954259,1.7085888,0.039185054302216,,,
327,nyc-1000,3.1776276,2.94059,0.039185054302216,,,
328,nyc-1000,2.468274,2.1552844,0.039185054302216,,,
329,nyc-1000,3.2162457,2.9236307,0.039185054302216,,,
330,nyc-1000,7.038048,6.725855,0.039185054302216,,,
331,nyc-1000,4.1006155,3.78971,0.039185054302216,,,
332,nyc-1000,1.8133711,1.5845351,0.039185054302216,,,
333,nyc-1000,1.8049203,1.5782733,0.039185054302216,,,
334,nyc-1000,2.9363122,2.7105865,0.039185054302216,,,
335,nyc-1000,2.6456337,2.3964005,0.039185054302216,,,
336,nyc-1000,5.176977,4.5723076,0.039185054302216,,,
337,nyc-1000,2.7712932,2.5709467,0.039185054302216,,,
338,nyc-1000,5.349632,4.9319134,0.039185054302216,,,
339,nyc-1000,3.2519627,2.976746,0.039185054302216,,,
340,nyc-1000,1.8171501,1.4956608,0.039185054302216,,,
341,nyc-1000,3.9963493,3.7064886,0.039185054302216,,,
342,nyc-1000,2.3530958,2.1553354,0.039185054302216,,,
343,nyc-1000,3.0421932,2.7346413,0.039185054302216,,,
344,nyc-1000,5.534738,5.2523403,0.039185054302216,,,
345,nyc-1000,2.131353,1.8734758,0.039185054302216,,,
346,nyc-1000,3.291065,3.1088233,0.039185054302216,,,
347,nyc-1000,2.5818627,2.122614,0.039185054302216,,,
348,nyc-1000,5.040887,4.7444134,0.039185054302216,,,
349,nyc-1000,2.4629793,2.0793142,0.039185054302216,,,
350,nyc-1000,3.0834212,2.6543274,0.039185054302216,,,
351,nyc-1000,1.6950673,1.4904588,0.039185054302216,,,
352,nyc-1000,2.694304,2.5163555,0.039185054302216,,,
353,nyc-1000,3.1385317,2.8894916,0.039185054302216,,,
354,nyc-1000,3.841826,3.5815165,0.039185054302216,,,
355,nyc-1000,2.748542,2.4637752,0.039185054302216,,,
356,nyc-1000,2.4362612,1.9424429,0.039185054302216,,,
357,nyc-1000,5.1349764,4.7518635,0.039185054302216,,,
358,nyc-1000,1.8473014,1.6484299,0.039185054302216,,,
359,nyc-1000,3.1341736,2.8985648,0.039185054302216,,,
360,nyc-1000,1.47583,1.2598007,0.039185054302216,,,
361,nyc-1000,3.3770907,2.9442656,0.039185054302216,,,
362,nyc-1000,3.4563608,3.1498637,0.039185054302216,,,
363,nyc-1000,2.3995204,2.1660497,0.039185054302216,,,
364,nyc-1000,2.458663,2.1910126,0.039185054302216,,,
365,nyc-1000,4.16807,3.933878,0.039185054302216,,,
366,nyc-1000,2.9073534,2.6003268,0.039185054302216,,,
367,nyc-1000,5.7767253,5.3947744,0.039185054302216,,,
368,nyc-1000,3.0959456,2.8041468,0.039185054302216,,,
369,nyc-1000,2.982124,2.7685356,0.039185054302216,,,
370,nyc-1000,2.6276622,2.3806355,0.039185054302216,,,
371,nyc-1000,2.108008,1.80847,0.039185054302216,,,
372,nyc-1000,5.2694755,4.7359476,0.039185054302216,,,
373,nyc-1000,2.3152745,2.0422697,0.039185054302216,,,
374,nyc-1000,5.2161207,4.938311,0.039185054302216,,,
375,nyc-1000,3.80772,3.5446088,0.039185054302216,,,
376,nyc-1000,3.5561457,3.290082,0.039185054302216,,,
377,nyc-1000,2.4123485,2.2139273,0.039185054302216,,,
378,nyc-1000,2.459362,2.12846,0.039185054302216,,,
379,nyc-1000,2.1551394,1.8959031,0.039185054302216,,,
380,nyc-1000,3.5555184,3.2884164,0.039185054302216,,,
381,nyc-1000,2.0828822,1.754658,0.039185054302216,,,
382,nyc-1000,2.5322123,2.3267627,0.039185054302216,,,
383,nyc-1000,3.4187617,3.1881804,0.039185054302216,,,
384,nyc-1000,2.6155024,2.3046901,0.039185054302216,,,
385,nyc-1000,4.4461794,4.2242975,0.039185054302216,,,
386,nyc-1000,1.7395927,1.4454765,0.039185054302216,,,
387,nyc-1000,2.3424706,2.1589048,0.039185054302216,,,
388,nyc-1000,2.1618814,1.9253747,0.039185054302216,,,
389,nyc-1000,1.9248263,1.6708162,0.039185054302216,,,
390,nyc-1000,6.8902597,6.495902,0.039185054302216,,,
391,nyc-1000,2.5668008,2.3593535,0.039185054302216,,,
392,nyc-1000,3.1396694,2.8498185,0.039185054302216,,,
393,nyc-1000,2.4412127,2.1980991,0.039185054302216,,,
394,nyc-1000,3.9979334,3.7075067,0.039185054302216,,,
395,nyc-1000,2.2324743,2.0549402,0.039185054302216,,,
396,nyc-1000,2.6972282,2.4662867,0.039185054302216,,,
397,nyc-1000,1.8287289,1.583975,0.039185054302216,,,
398,nyc-1000,2.4863577,2.2435112,0.039185054302216,,,
399,nyc-1000,1.8619156,1.6505527,0.039185054302216,,,
400,nyc-1000,2.5153968,2.1791449,0.037604424953461,,,
401,nyc-1000,2.4268043,2.244751,0.037604424953461,,,
402,nyc-1000,1.647476,1.4283924,0.037604424953461,,,
403,nyc-1000,1.5416824,1.3027157,0.037604424953461,,,
404,nyc-1000,2.2180674,1.8999642,0.037604424953461,,,
405,nyc-1000,2.520377,2.3120418,0.037604424953461,,,
406,nyc-1000,1.926064,1.7398272,0.037604424953461,,,
407,nyc-1000,9.727677,9.314059,0.037604424953461,,,
408,nyc-1000,1.7791091,1.52251,0.037604424953461,,,
409,nyc-1000,1.6421751,1.3876524,0.037604424953461,,,
410,nyc-1000,6.8456507,6.488218,0.037604424953461,,,
411,nyc-1000,9.303885,8.694856,0.037604424953461,,,
412,nyc-1000,2.511465,2.124678,0.037604424953461,,,
413,nyc-1000,2.462326,2.22291,0.037604424953461,,,
414,nyc-1000,2.2688744,1.9921231,0.037604424953461,,,
415,nyc-1000,2.3062196,2.0126147,0.037604424953461,,,
416,nyc-1000,4.001422,3.701223,0.037604424953461,,,
417,nyc-1000,1.4411988,1.2242963,0.037604424953461,,,
418,nyc-1000,3.896158,3.56247,0.037604424953461,,,
419,nyc-1000,3.115529,2.8757012,0.037604424953461,,,
420,nyc-1000,1.4634569,1.2401996,0.037604424953461,,,
421,nyc-1000,1.7915361,1.5583936,0.037604424953461,,,
422,nyc-1000,4.2411313,3.871572,0.037604424953461,,,
423,nyc-1000,2.4918838,2.2669518,0.037604424953461,,,
424,nyc-1000,3.0704637,2.6737204,0.037604424953461,,,
425,nyc-1000,4.066013,3.7954571,0.037604424953461,,,
426,nyc-1000,2.4254966,2.1167288,0.037604424953461,,,
427,nyc-1000,4.011313,3.6988273,0.037604424953461,,,
428,nyc-1000,2.5872068,2.0723934,0.037604424953461,,,
429,nyc-1000,3.8886728,3.618642,0.037604424953461,,,
430,nyc-1000,1.8205676,1.4834293,0.037604424953461,,,
431,nyc-1000,5.285098,4.8914332,0.037604424953461,,,
432,nyc-1000,4.0083284,3.701051,0.037604424953461,,,
433,nyc-1000,1.7419624,1.4834692,0.037604424953461,,,
434,nyc-1000,3.6294174,3.348229,0.037604424953461,,,
435,nyc-1000,3.3372734,3.0803063,0.037604424953461,,,
436,nyc-1000,1.7145008,1.4982641,0.037604424953461,,,
437,nyc-1000,2.6537976,2.4342608,0.037604424953461,,,
438,nyc-1000,4.2336893,3.919272,0.037604424953461,,,
439,nyc-1000,1.8448107,1.5619701,0.037604424953461,,,
440,nyc-1000,4.202582,3.7935212,0.037604424953461,,,
