Test Instance,Graph,Flow Cost,Dual Cost,Time (sec),,,
441,nyc-1000,2.1010153,1.7346573,0.037604424953461,,,
442,nyc-1000,2.588903,2.3671246,0.037604424953461,,,
443,nyc-1000,1.7474388,1.5406418,0.037604424953461,,,
444,nyc-1000,2.4444058,2.2326956,0.037604424953461,,,
445,nyc-1000,2.8493602,2.6454835,0.037604424953461,,,
446,nyc-1000,4.6871185,4.3807592,0.037604424953461,,,
447,nyc-1000,4.2817583,4.0571437,0.037604424953461,,,
448,nyc-1000,2.1940827,1.9639945,0.037604424953461,,,
449,nyc-1000,6.125865,5.6277714,0.037604424953461,,,
450,nyc-1000,3.318098,3.0590086,0.037604424953461,,,
451,nyc-1000,2.6610894,2.175005,0.037604424953461,,,
452,nyc-1000,2.0576444,1.7501252,0.037604424953461,,,
453,nyc-1000,2.3523493,2.1383066,0.037604424953461,,,
454,nyc-1000,4.461504,4.2363353,0.037604424953461,,,
455,nyc-1000,2.7546597,2.2500618,0.037604424953461,,,
456,nyc-1000,1.7948844,1.548533,0.037604424953461,,,
457,nyc-1000,1.9482143,1.6310735,0.037604424953461,,,
458,nyc-1000,1.8766901,1.6229591,0.037604424953461,,,
459,nyc-1000,2.90868,2.5759556,0.037604424953461,,,
460,nyc-1000,3.4839118,3.2493992,0.037604424953461,,,
461,nyc-1000,2.3443003,1.9515092,0.037604424953461,,,
462,nyc-1000,2.3182688,2.0200157,0.037604424953461,,,
463,nyc-1000,2.9277825,2.4012527,0.037604424953461,,,
464,nyc-1000,2.8770695,2.4360175,0.037604424953461,,,
465,nyc-1000,1.9018755,1.6814454,0.037604424953461,,,
466,nyc-1000,2.241222,2.0374262,0.037604424953461,,,
467,nyc-1000,2.744265,2.5302148,0.037604424953461,,,
468,nyc-1000,4.335846,4.0555067,0.037604424953461,,,
469,nyc-1000,2.8183389,2.3700273,0.037604424953461,,,
470,nyc-1000,7.4635334,7.0925636,0.037604424953461,,,
471,nyc-1000,2.6034293,2.3353734,0.037604424953461,,,
472,nyc-1000,1.9578227,1.6056794,0.037604424953461,,,
473,nyc-1000,1.8106909,1.6027852,0.037604424953461,,,
474,nyc-1000,2.4533238,2.1396608,0.037604424953461,,,
475,nyc-1000,5.145521,4.8846674,0.037604424953461,,,
476,nyc-1000,4.562875,4.1931005,0.037604424953461,,,
477,nyc-1000,5.6596317,5.307105,0.037604424953461,,,
478,nyc-1000,6.866457,6.5734925,0.037604424953461,,,
479,nyc-1000,1.6905675,1.4258677,0.037604424953461,,,
480,nyc-1000,2.2569814,2.072578,0.037604424953461,,,
481,nyc-1000,5.677391,5.3712378,0.037604424953461,,,
482,nyc-1000,2.0717533,1.8536992,0.037604424953461,,,
483,nyc-1000,3.8210635,3.5055299,0.037604424953461,,,
484,nyc-1000,2.7544546,2.2517195,0.037604424953461,,,
485,nyc-1000,2.242284,1.9991251,0.037604424953461,,,
486,nyc-1000,1.582051,1.3546538,0.037604424953461,,,
487,nyc-1000,1.7665169,1.5362856,0.037604424953461,,,
488,nyc-1000,2.5234776,2.2112412,0.037604424953461,,,
489,nyc-1000,3.132951,2.9456277,0.037604424953461,,,
490,nyc-1000,2.4364095,2.1356897,0.037604424953461,,,
491,nyc-1000,5.160238,4.736765,0.037604424953461,,,
492,nyc-1000,4.882297,4.616498,0.037604424953461,,,
493,nyc-1000,2.4228015,2.16618,0.037604424953461,,,
494,nyc-1000,3.1823697,2.8065164,0.037604424953461,,,
495,nyc-1000,1.9284775,1.6707963,0.037604424953461,,,
496,nyc-1000,5.2515764,4.999066,0.037604424953461,,,
497,nyc-1000,2.9180896,2.7071574,0.037604424953461,,,
498,nyc-1000,2.0837157,1.8721327,0.037604424953461,,,
499,nyc-1000,2.8438826,2.4071271,0.037604424953461,,,
500,nyc-1000,1.9067845,1.6575644,0.031639378070831,,,
501,nyc-1000,2.5577245,2.2365727,0.031639378070831,,,
502,nyc-1000,5.51668,5.1569285,0.031639378070831,,,
503,nyc-1000,2.3965673,2.102133,0.031639378070831,,,
504,nyc-1000,2.5547,2.374137,0.031639378070831,,,
505,nyc-1000,4.513955,4.0610204,0.031639378070831,,,
506,nyc-1000,3.5715098,3.3220348,0.031639378070831,,,
507,nyc-1000,2.216635,1.9621241,0.031639378070831,,,
508,nyc-1000,3.0515828,2.823501,0.031639378070831,,,
509,nyc-1000,2.6064372,2.292594,0.031639378070831,,,
510,nyc-1000,2.7218494,2.4754388,0.031639378070831,,,
511,nyc-1000,7.205594,6.7791624,0.031639378070831,,,
512,nyc-1000,2.499844,2.1647274,0.031639378070831,,,
513,nyc-1000,3.164777,2.9590318,0.031639378070831,,,
514,nyc-1000,2.3814263,2.1023383,0.031639378070831,,,
515,nyc-1000,2.0336618,1.7751067,0.031639378070831,,,
516,nyc-1000,3.919341,3.6377482,0.031639378070831,,,
517,nyc-1000,2.8250382,2.4622035,0.031639378070831,,,
518,nyc-1000,2.7278502,2.434283,0.031639378070831,,,
519,nyc-1000,4.276002,3.9699795,0.031639378070831,,,
520,nyc-1000,1.9070209,1.6362056,0.031639378070831,,,
521,nyc-1000,3.5865822,3.3193312,0.031639378070831,,,
522,nyc-1000,3.7278101,3.48453,0.031639378070831,,,
523,nyc-1000,2.5949848,2.3169498,0.031639378070831,,,
524,nyc-1000,2.1055546,1.7986753,0.031639378070831,,,
525,nyc-1000,5.1175632,4.855318,0.031639378070831,,,
526,nyc-1000,2.4064841,2.1418939,0.031639378070831,,,
527,nyc-1000,2.7205184,2.4586823,0.031639378070831,,,
528,nyc-1000,3.1457832,2.9130738,0.031639378070831,,,
529,nyc-1000,2.2042634,1.8189795,0.031639378070831,,,
530,nyc-1000,2.0485625,1.8530865,0.031639378070831,,,
531,nyc-1000,1.91265,1.7420913,0.031639378070831,,,
532,nyc-1000,1.7571402,1.530716,0.031639378070831,,,
533,nyc-1000,3.868062,3.5901718,0.031639378070831,,,
534,nyc-1000,2.5629253,2.3504481,0.031639378070831,,,
535,nyc-1000,3.2165203,2.9154546,0.031639378070831,,,
536,nyc-1000,2.53264,2.1825247,0.031639378070831,,,
537,nyc-1000,1.6495681,1.3923223,0.031639378070831,,,
538,nyc-1000,2.1529646,1.9238995,0.031639378070831,,,
539,nyc-1000,1.4995853,1.2802999,0.031639378070831,,,
540,nyc-1000,2.2929528,1.9691701,0.031639378070831,,,
541,nyc-1000,3.4146094,2.208107,0.031639378070831,,,
542,nyc-1000,4.3111715,3.994145,0.031639378070831,,,
543,nyc-1000,1.5191343,1.2972357,0.031639378070831,,,
544,nyc-1000,3.5501206,3.279099,0.031639378070831,,,
545,nyc-1000,2.9670343,2.7376099,0.031639378070831,,,
546,nyc-1000,2.9654417,2.7002482,0.031639378070831,,,
547,nyc-1000,5.680872,5.286259,0.031639378070831,,,
548,nyc-1000,5.3228345,5.0699196,0.031639378070831,,,
549,nyc-1000,2.5398612,2.2900395,0.031639378070831,,,
550,nyc-1000,2.279595,2.0320327,0.031639378070831,,,
551,nyc-1000,2.345488,2.0739594,0.031639378070831,,,
552,nyc-1000,4.500258,4.2363462,0.031639378070831,,,
553,nyc-1000,1.8474077,1.5972989,0.031639378070831,,,
554,nyc-1000,2.893272,2.550727,0.031639378070831,,,
555,nyc-1000,2.4561367,2.0004733,0.031639378070831,,,
556,nyc-1000,3.2018924,2.9305775,0.031639378070831,,,
557,nyc-1000,3.0170493,2.528413,0.031639378070831,,,
558,nyc-1000,3.585452,3.3463426,0.031639378070831,,,
559,nyc-1000,2.5956984,2.101344,0.031639378070831,,,
560,nyc-1000,2.7719662,2.4739504,0.031639378070831,,,
561,nyc-1000,3.5537162,3.2701316,0.031639378070831,,,
562,nyc-1000,4.2651978,4.0133142,0.031639378070831,,,
563,nyc-1000,2.1262672,1.8866832,0.031639378070831,,,
564,nyc-1000,1.7525206,1.52025,0.031639378070831,,,
565,nyc-1000,3.738728,3.459268,0.031639378070831,,,
566,nyc-1000,2.2820683,1.9297351,0.031639378070831,,,
567,nyc-1000,1.8317139,1.6236224,0.031639378070831,,,
568,nyc-1000,3.2974021,3.0570374,0.031639378070831,,,
569,nyc-1000,1.5965557,1.3884845,0.031639378070831,,,
570,nyc-1000,1.9857743,1.7996665,0.031639378070831,,,
571,nyc-1000,1.8838234,1.6007702,0.031639378070831,,,
572,nyc-1000,2.5791502,2.3379416,0.031639378070831,,,
573,nyc-1000,4.376733,4.1198244,0.031639378070831,,,
574,nyc-1000,5.0111322,4.7276397,0.031639378070831,,,
575,nyc-1000,3.8985844,3.6632087,0.031639378070831,,,
576,nyc-1000,4.7931757,4.4639797,0.031639378070831,,,
577,nyc-1000,2.772497,2.5482965,0.031639378070831,,,
578,nyc-1000,1.9752942,1.6977878,0.031639378070831,,,
579,nyc-1000,5.356097,5.0201716,0.031639378070831,,,
580,nyc-1000,4.7815714,4.412997,0.031639378070831,,,
581,nyc-1000,1.7844945,1.5528383,0.031639378070831,,,
582,nyc-1000,2.445126,2.1521401,0.031639378070831,,,
583,nyc-1000,2.1936305,1.8264518,0.031639378070831,,,
584,nyc-1000,4.385499,3.9292018,0.031639378070831,,,
585,nyc-1000,8.097077,7.720586,0.031639378070831,,,
586,nyc-1000,5.338625,5.0397754,0.031639378070831,,,
587,nyc-1000,3.5076013,3.2730827,0.031639378070831,,,
588,nyc-1000,2.688001,2.2587423,0.031639378070831,,,
589,nyc-1000,4.0365925,3.5859008,0.031639378070831,,,
590,nyc-1000,2.4822366,2.1487708,0.031639378070831,,,
591,nyc-1000,1.7067451,1.4995894,0.031639378070831,,,
592,nyc-1000,3.6448202,3.2823753,0.031639378070831,,,
593,nyc-1000,2.807477,2.4679103,0.031639378070831,,,
594,nyc-1000,2.96067,2.7721653,0.031639378070831,,,
595,nyc-1000,2.4560592,2.2382517,0.031639378070831,,,
596,nyc-1000,3.27916,3.0085044,0.031639378070831,,,
597,nyc-1000,2.5817938,2.1987479,0.031639378070831,,,
598,nyc-1000,1.9527318,1.6961551,0.031639378070831,,,
599,nyc-1000,4.971689,4.6608896,0.031639378070831,,,
600,nyc-1000,4.0079985,3.6245975,0.030522782802582,,,
601,nyc-1000,1.8853053,1.6880722,0.030522782802582,,,
602,nyc-1000,3.0573058,2.7955883,0.030522782802582,,,
603,nyc-1000,4.814668,4.4532948,0.030522782802582,,,
604,nyc-1000,2.1406245,1.8977118,0.030522782802582,,,
605,nyc-1000,3.1719246,2.9747214,0.030522782802582,,,
606,nyc-1000,4.574229,4.335709,0.030522782802582,,,
607,nyc-1000,4.4550858,4.109568,0.030522782802582,,,
608,nyc-1000,5.99506,5.4223986,0.030522782802582,,,
609,nyc-1000,2.761054,2.4486184,0.030522782802582,,,
610,nyc-1000,2.3775911,2.1573503,0.030522782802582,,,
611,nyc-1000,5.888885,5.591029,0.030522782802582,,,
612,nyc-1000,2.322285,2.0035582,0.030522782802582,,,
613,nyc-1000,2.6068923,2.421918,0.030522782802582,,,
614,nyc-1000,5.0827484,4.8099604,0.030522782802582,,,
615,nyc-1000,1.9816842,1.7324182,0.030522782802582,,,
616,nyc-1000,2.1901307,1.980819,0.030522782802582,,,
617,nyc-1000,2.80618,2.4058356,0.030522782802582,,,
618,nyc-1000,2.225841,1.8967897,0.030522782802582,,,
619,nyc-1000,2.414108,2.1897926,0.030522782802582,,,
620,nyc-1000,3.032033,2.5609362,0.030522782802582,,,
621,nyc-1000,2.6141992,2.4465747,0.030522782802582,,,
622,nyc-1000,2.9403715,2.5409563,0.030522782802582,,,
623,nyc-1000,2.6896243,2.4309597,0.030522782802582,,,
624,nyc-1000,2.1589785,1.9529951,0.030522782802582,,,
625,nyc-1000,3.55577,3.261529,0.030522782802582,,,
626,nyc-1000,2.669633,2.3842583,0.030522782802582,,,
627,nyc-1000,3.4532347,3.2291331,0.030522782802582,,,
628,nyc-1000,3.712111,3.4122484,0.030522782802582,,,
629,nyc-1000,2.5061493,2.0884209,0.030522782802582,,,
630,nyc-1000,5.5413656,5.1941767,0.030522782802582,,,
631,nyc-1000,5.6668205,5.3744106,0.030522782802582,,,
632,nyc-1000,2.0593228,1.8955003,0.030522782802582,,,
633,nyc-1000,2.5593286,2.2738452,0.030522782802582,,,
634,nyc-1000,4.540246,4.242113,0.030522782802582,,,
635,nyc-1000,1.4861407,1.2687448,0.030522782802582,,,
636,nyc-1000,3.9912143,3.7503157,0.030522782802582,,,
637,nyc-1000,2.275918,2.0656545,0.030522782802582,,,
638,nyc-1000,1.9922638,1.7326179,0.030522782802582,,,
639,nyc-1000,3.4947848,3.2499893,0.030522782802582,,,
640,nyc-1000,2.0507858,1.8191928,0.030522782802582,,,
641,nyc-1000,2.5783541,2.3416028,0.030522782802582,,,
642,nyc-1000,5.723092,5.4104824,0.030522782802582,,,
643,nyc-1000,3.3221917,2.9704504,0.030522782802582,,,
644,nyc-1000,5.022495,4.7231326,0.030522782802582,,,
645,nyc-1000,2.2803268,2.0907164,0.030522782802582,,,
646,nyc-1000,5.232709,4.9251604,0.030522782802582,,,
647,nyc-1000,1.7384508,1.540025,0.030522782802582,,,
648,nyc-1000,1.7870969,1.5985842,0.030522782802582,,,
649,nyc-1000,2.9390278,2.674869,0.030522782802582,,,
650,nyc-1000,3.5460062,3.3258052,0.030522782802582,,,
651,nyc-1000,2.039208,1.8344717,0.030522782802582,,,
652,nyc-1000,2.3924232,2.1689126,0.030522782802582,,,
653,nyc-1000,3.691771,3.4515877,0.030522782802582,,,
654,nyc-1000,3.2330494,2.8231063,0.030522782802582,,,
655,nyc-1000,2.1207452,1.7717993,0.030522782802582,,,
656,nyc-1000,4.32216,3.8089547,0.030522782802582,,,
657,nyc-1000,2.102009,1.8467503,0.030522782802582,,,
658,nyc-1000,3.455431,2.9912868,0.030522782802582,,,
659,nyc-1000,4.486417,4.1518083,0.030522782802582,,,
660,nyc-1000,4.8176026,4.4607644,0.030522782802582,,,
661,nyc-1000,2.5380049,2.315235,0.030522782802582,,,
662,nyc-1000,2.263423,2.0374727,0.030522782802582,,,
663,nyc-1000,1.6795433,1.4556719,0.030522782802582,,,
664,nyc-1000,2.0913253,1.8162346,0.030522782802582,,,
665,nyc-1000,7.5640607,6.9084334,0.030522782802582,,,
666,nyc-1000,2.2799487,2.0601192,0.030522782802582,,,
667,nyc-1000,2.9999366,2.526547,0.030522782802582,,,
668,nyc-1000,3.6960652,3.3615048,0.030522782802582,,,
669,nyc-1000,5.3807316,5.042944,0.030522782802582,,,
670,nyc-1000,3.478424,3.2641294,0.030522782802582,,,
671,nyc-1000,2.453266,2.1366558,0.030522782802582,,,
672,nyc-1000,1.807755,1.5370224,0.030522782802582,,,
673,nyc-1000,2.143447,1.7341307,0.030522782802582,,,
674,nyc-1000,2.7114162,2.3344865,0.030522782802582,,,
675,nyc-1000,1.8915491,1.6644199,0.030522782802582,,,
676,nyc-1000,3.280405,3.0243003,0.030522782802582,,,
677,nyc-1000,3.630846,3.092749,0.030522782802582,,,
678,nyc-1000,2.496961,2.1437223,0.030522782802582,,,
679,nyc-1000,2.0658422,1.6953642,0.030522782802582,,,
680,nyc-1000,3.0699258,2.8222141,0.030522782802582,,,
681,nyc-1000,1.7204304,1.4909995,0.030522782802582,,,
682,nyc-1000,1.5236607,1.3035237,0.030522782802582,,,
683,nyc-1000,2.133133,1.8897,0.030522782802582,,,
684,nyc-1000,2.40943,2.1460717,0.030522782802582,,,
685,nyc-1000,1.4986672,1.2799464,0.030522782802582,,,
686,nyc-1000,2.6962647,2.4634562,0.030522782802582,,,
687,nyc-1000,2.355887,2.1016016,0.030522782802582,,,
688,nyc-1000,2.0298433,1.7976463,0.030522782802582,,,
689,nyc-1000,3.236738,3.0168948,0.030522782802582,,,
690,nyc-1000,1.5819304,1.3844316,0.030522782802582,,,
691,nyc-1000,3.9143815,3.6113987,0.030522782802582,,,
692,nyc-1000,5.9911084,5.742714,0.030522782802582,,,
693,nyc-1000,2.462691,2.257603,0.030522782802582,,,
694,nyc-1000,1.8533593,1.5948286,0.030522782802582,,,
695,nyc-1000,2.4353738,2.2318468,0.030522782802582,,,
696,nyc-1000,2.360616,2.0730298,0.030522782802582,,,
697,nyc-1000,3.1064723,2.832441,0.030522782802582,,,
698,nyc-1000,2.7259614,2.3241253,0.030522782802582,,,
699,nyc-1000,1.9099282,1.6737947,0.030522782802582,,,
700,nyc-1000,2.0324616,1.8512702,0.036047496795654,,,
701,nyc-1000,2.8740616,2.5229871,0.036047496795654,,,
702,nyc-1000,3.76029,3.4195256,0.036047496795654,,,
703,nyc-1000,4.19331,3.9060252,0.036047496795654,,,
704,nyc-1000,5.9351387,5.607234,0.036047496795654,,,
705,nyc-1000,1.59116,1.3738029,0.036047496795654,,,
706,nyc-1000,4.755383,4.391413,0.036047496795654,,,
707,nyc-1000,6.7851315,6.4533215,0.036047496795654,,,
708,nyc-1000,2.4900393,2.1403346,0.036047496795654,,,
709,nyc-1000,2.1628723,1.8362772,0.036047496795654,,,
710,nyc-1000,2.4604223,2.241223,0.036047496795654,,,
711,nyc-1000,4.081708,3.704181,0.036047496795654,,,
712,nyc-1000,3.2300386,2.7999666,0.036047496795654,,,
713,nyc-1000,1.6866276,1.4036951,0.036047496795654,,,
714,nyc-1000,1.6038053,1.3606255,0.036047496795654,,,
715,nyc-1000,2.9706786,2.6739233,0.036047496795654,,,
716,nyc-1000,2.2875004,1.8181784,0.036047496795654,,,
717,nyc-1000,2.3712096,2.1596317,0.036047496795654,,,
718,nyc-1000,3.346797,3.121286,0.036047496795654,,,
719,nyc-1000,2.3347096,1.9854274,0.036047496795654,,,
720,nyc-1000,1.5678525,1.3265324,0.036047496795654,,,
721,nyc-1000,2.101987,1.893717,0.036047496795654,,,
722,nyc-1000,4.4456453,4.1930947,0.036047496795654,,,
723,nyc-1000,3.8922474,3.6236718,0.036047496795654,,,
724,nyc-1000,1.9240718,1.6267614,0.036047496795654,,,
725,nyc-1000,3.1564445,2.9022431,0.036047496795654,,,
726,nyc-1000,1.961715,1.6836878,0.036047496795654,,,
727,nyc-1000,1.9602797,1.6442177,0.036047496795654,,,
728,nyc-1000,2.1097696,1.8191706,0.036047496795654,,,
729,nyc-1000,2.1262028,1.9434478,0.036047496795654,,,
730,nyc-1000,5.63867,5.328627,0.036047496795654,,,
731,nyc-1000,1.859284,1.6467798,0.036047496795654,,,
732,nyc-1000,2.5117571,2.2574573,0.036047496795654,,,
733,nyc-1000,1.4822581,1.2601643,0.036047496795654,,,
734,nyc-1000,4.8833776,4.600405,0.036047496795654,,,
735,nyc-1000,2.692962,2.479882,0.036047496795654,,,
736,nyc-1000,2.027962,1.8293694,0.036047496795654,,,
737,nyc-1000,2.290796,2.044787,0.036047496795654,,,
738,nyc-1000,2.664944,2.2410548,0.036047496795654,,,
739,nyc-1000,2.0976136,1.8970785,0.036047496795654,,,
740,nyc-1000,2.1345975,1.7214227,0.036047496795654,,,
741,nyc-1000,1.9683378,1.713605,0.036047496795654,,,
742,nyc-1000,3.353529,3.1288624,0.036047496795654,,,
743,nyc-1000,2.179255,1.8543055,0.036047496795654,,,
744,nyc-1000,2.952146,2.785169,0.036047496795654,,,
745,nyc-1000,1.759507,1.51898,0.036047496795654,,,
746,nyc-1000,1.97088,1.7597473,0.036047496795654,,,
747,nyc-1000,3.18325,2.918069,0.036047496795654,,,
748,nyc-1000,1.7250757,1.4479184,0.036047496795654,,,
749,nyc-1000,2.039597,1.7491703,0.036047496795654,,,
750,nyc-1000,1.9398013,1.730751,0.036047496795654,,,
751,nyc-1000,3.2968645,3.042785,0.036047496795654,,,
752,nyc-1000,2.1866078,1.8829539,0.036047496795654,,,
753,nyc-1000,2.2678518,2.046421,0.036047496795654,,,
754,nyc-1000,3.8978596,3.6407938,0.036047496795654,,,
755,nyc-1000,3.348531,3.080418,0.036047496795654,,,
756,nyc-1000,5.547574,5.169201,0.036047496795654,,,
757,nyc-1000,4.029974,3.6568165,0.036047496795654,,,
758,nyc-1000,3.962491,3.7016094,0.036047496795654,,,
759,nyc-1000,3.3229158,2.5827537,0.036047496795654,,,
760,nyc-1000,1.5975986,1.4078357,0.036047496795654,,,
761,nyc-1000,2.2093318,1.8974794,0.036047496795654,,,
762,nyc-1000,3.3976583,3.048006,0.036047496795654,,,
763,nyc-1000,2.7261312,2.4787006,0.036047496795654,,,
764,nyc-1000,2.0569177,1.7208776,0.036047496795654,,,
765,nyc-1000,2.0687084,1.8058902,0.036047496795654,,,
766,nyc-1000,3.7219422,3.2686799,0.036047496795654,,,
767,nyc-1000,3.1312509,2.9111373,0.036047496795654,,,
768,nyc-1000,5.3527217,5.0028257,0.036047496795654,,,
769,nyc-1000,2.461048,2.2281215,0.036047496795654,,,
770,nyc-1000,1.8793764,1.5461023,0.036047496795654,,,
771,nyc-1000,3.8963027,3.5301538,0.036047496795654,,,
772,nyc-1000,2.5889134,2.3175294,0.036047496795654,,,
773,nyc-1000,2.3979487,2.0921626,0.036047496795654,,,
774,nyc-1000,1.604576,1.3841347,0.036047496795654,,,
775,nyc-1000,2.8126836,2.0900292,0.036047496795654,,,
776,nyc-1000,2.2593045,1.9313354,0.036047496795654,,,
777,nyc-1000,1.955899,1.7118242,0.036047496795654,,,
778,nyc-1000,3.4494653,3.1768565,0.036047496795654,,,
779,nyc-1000,2.3476365,2.1425772,0.036047496795654,,,
780,nyc-1000,1.7630699,1.4364603,0.036047496795654,,,
781,nyc-1000,3.24974,2.9609044,0.036047496795654,,,
782,nyc-1000,1.9641953,1.7168761,0.036047496795654,,,
783,nyc-1000,2.552472,2.2951381,0.036047496795654,,,
784,nyc-1000,1.4954138,1.2550282,0.036047496795654,,,
785,nyc-1000,2.8624587,2.595665,0.036047496795654,,,
786,nyc-1000,1.974227,1.6066749,0.036047496795654,,,
787,nyc-1000,3.7806058,3.5157564,0.036047496795654,,,
788,nyc-1000,3.1519697,2.891132,0.036047496795654,,,
789,nyc-1000,2.6171656,2.39911,0.036047496795654,,,
790,nyc-1000,2.0079443,1.6306756,0.036047496795654,,,
791,nyc-1000,2.3348007,2.0893743,0.036047496795654,,,
792,nyc-1000,1.8496578,1.6085162,0.036047496795654,,,
793,nyc-1000,1.9459777,1.6245319,0.036047496795654,,,
794,nyc-1000,1.7944303,1.5791266,0.036047496795654,,,
795,nyc-1000,2.7002258,2.4540744,0.036047496795654,,,
796,nyc-1000,1.4323334,1.2317947,0.036047496795654,,,
797,nyc-1000,2.2211027,1.8064041,0.036047496795654,,,
798,nyc-1000,3.8362484,3.3999386,0.036047496795654,,,
799,nyc-1000,2.9175222,2.6235027,0.036047496795654,,,
800,nyc-1000,2.3255365,2.1199794,0.033564856052399,,,
801,nyc-1000,1.7028599,1.4744761,0.033564856052399,,,
802,nyc-1000,2.6729422,2.3691611,0.033564856052399,,,
803,nyc-1000,3.3827615,3.0284696,0.033564856052399,,,
804,nyc-1000,2.6747394,2.2676425,0.033564856052399,,,
805,nyc-1000,1.7271616,1.520963,0.033564856052399,,,
806,nyc-1000,1.9519254,1.6452765,0.033564856052399,,,
807,nyc-1000,3.6938987,3.2902427,0.033564856052399,,,
808,nyc-1000,3.4632404,3.2603498,0.033564856052399,,,
809,nyc-1000,2.839561,2.4679813,0.033564856052399,,,
810,nyc-1000,8.844425,8.293322,0.033564856052399,,,
811,nyc-1000,2.2870028,2.0417576,0.033564856052399,,,
812,nyc-1000,2.9175029,2.6686969,0.033564856052399,,,
813,nyc-1000,2.064343,1.7866678,0.033564856052399,,,
814,nyc-1000,1.96928,1.7013116,0.033564856052399,,,
815,nyc-1000,1.669371,1.4497387,0.033564856052399,,,
816,nyc-1000,3.6290503,3.2938685,0.033564856052399,,,
817,nyc-1000,1.5704689,1.3461514,0.033564856052399,,,
818,nyc-1000,3.8394406,3.2784731,0.033564856052399,,,
819,nyc-1000,3.060677,2.7536423,0.033564856052399,,,
820,nyc-1000,2.6254227,2.3586633,0.033564856052399,,,
821,nyc-1000,2.144853,1.9001006,0.033564856052399,,,
822,nyc-1000,1.7040501,1.5183393,0.033564856052399,,,
823,nyc-1000,3.056829,2.6302657,0.033564856052399,,,
824,nyc-1000,2.8978512,2.5249062,0.033564856052399,,,
825,nyc-1000,2.4013212,2.1967144,0.033564856052399,,,
826,nyc-1000,1.9984083,1.6881037,0.033564856052399,,,
827,nyc-1000,1.8989134,1.5416205,0.033564856052399,,,
828,nyc-1000,2.254447,2.0584059,0.033564856052399,,,
829,nyc-1000,1.4238045,1.2019966,0.033564856052399,,,
830,nyc-1000,4.8269835,4.539671,0.033564856052399,,,
831,nyc-1000,3.1978683,2.9261007,0.033564856052399,,,
832,nyc-1000,1.587236,1.3231722,0.033564856052399,,,
833,nyc-1000,1.7381663,1.4758697,0.033564856052399,,,
834,nyc-1000,3.1034536,2.72613,0.033564856052399,,,
835,nyc-1000,2.977012,2.7584167,0.033564856052399,,,
836,nyc-1000,2.4715629,2.167272,0.033564856052399,,,
837,nyc-1000,3.1494777,2.8706055,0.033564856052399,,,
838,nyc-1000,1.7134591,1.5056286,0.033564856052399,,,
839,nyc-1000,2.54262,2.32059,0.033564856052399,,,
840,nyc-1000,5.272237,5.0215197,0.033564856052399,,,
841,nyc-1000,3.4613595,3.14849,0.033564856052399,,,
842,nyc-1000,3.9779913,3.7264857,0.033564856052399,,,
843,nyc-1000,4.9715056,4.677907,0.033564856052399,,,
844,nyc-1000,4.7044873,4.408598,0.033564856052399,,,
845,nyc-1000,3.605134,3.3111062,0.033564856052399,,,
846,nyc-1000,3.2645411,2.8609438,0.033564856052399,,,
847,nyc-1000,2.2884493,1.9535104,0.033564856052399,,,
848,nyc-1000,2.0964842,1.8819747,0.033564856052399,,,
849,nyc-1000,3.1968513,2.9695528,0.033564856052399,,,
850,nyc-1000,2.420477,2.070208,0.033564856052399,,,
851,nyc-1000,2.9780157,2.6231308,0.033564856052399,,,
852,nyc-1000,1.8483058,1.6121243,0.033564856052399,,,
853,nyc-1000,3.541559,3.238173,0.033564856052399,,,
854,nyc-1000,2.0003715,1.6764877,0.033564856052399,,,
855,nyc-1000,3.7692595,3.5223503,0.033564856052399,,,
856,nyc-1000,3.3673997,3.173131,0.033564856052399,,,
857,nyc-1000,1.5170984,1.3274744,0.033564856052399,,,
858,nyc-1000,1.4834666,1.2442324,0.033564856052399,,,
859,nyc-1000,3.783421,3.486688,0.033564856052399,,,
860,nyc-1000,2.8981729,2.684831,0.033564856052399,,,
861,nyc-1000,2.5549402,2.214108,0.033564856052399,,,
862,nyc-1000,1.6766812,1.4240267,0.033564856052399,,,
863,nyc-1000,3.9374502,3.7066612,0.033564856052399,,,
864,nyc-1000,2.7574062,2.3893638,0.033564856052399,,,
865,nyc-1000,2.1172137,1.8894796,0.033564856052399,,,
866,nyc-1000,2.1464996,1.8679411,0.033564856052399,,,
867,nyc-1000,4.674614,4.410622,0.033564856052399,,,
868,nyc-1000,2.0964773,1.9032769,0.033564856052399,,,
869,nyc-1000,3.5137348,3.182883,0.033564856052399,,,
870,nyc-1000,2.5309129,2.3291063,0.033564856052399,,,
871,nyc-1000,5.7374153,5.4133725,0.033564856052399,,,
872,nyc-1000,4.8164797,4.568336,0.033564856052399,,,
873,nyc-1000,2.0098212,1.7054741,0.033564856052399,,,
874,nyc-1000,3.9949763,3.7215524,0.033564856052399,,,
875,nyc-1000,1.7030094,1.4353914,0.033564856052399,,,
876,nyc-1000,2.3531704,2.126496,0.033564856052399,,,
877,nyc-1000,3.548077,3.0400252,0.033564856052399,,,
878,nyc-1000,3.6567726,3.3788555,0.033564856052399,,,
879,nyc-1000,1.8720093,1.6469424,0.033564856052399,,,
880,nyc-1000,3.3683403,3.1026525,0.033564856052399,,,
881,nyc-1000,2.8164482,2.5032399,0.033564856052399,,,
882,nyc-1000,2.1286075,1.9288077,0.033564856052399,,,
883,nyc-1000,3.328433,3.024469,0.033564856052399,,,
