Index,Graph,Flow Cost,Time (sec),Num Iters,,,
0,sf-market-500,9.46521213208314,0.091975450515747,7,,,
1,sf-market-500,7.97816683390593,0.068464994430542,4,,,
2,sf-market-500,7.62869628733945,0.051771879196167,4,,,
3,sf-market-500,8.60224525349578,0.094407796859741,7,,,
4,sf-market-500,6.95816282654964,0.06183385848999,4,,,
5,sf-market-500,8.33729100579027,0.063446521759033,5,,,
6,sf-market-500,7.88238021134257,0.062918901443482,4,,,
7,sf-market-500,6.69874427857693,0.053252696990967,4,,,
8,sf-market-500,7.76204001280964,0.062826156616211,5,,,
9,sf-market-500,10.6433320452235,0.041883945465088,3,,,
10,sf-market-500,9.68866161347799,0.055078506469727,4,,,
11,sf-market-500,9.31654227935111,0.062641382217407,5,,,
12,sf-market-500,7.53784488946749,0.07367205619812,6,,,
13,sf-market-500,7.46914072654278,0.081128120422363,6,,,
14,sf-market-500,10.2352274060904,0.063623189926148,5,,,
15,sf-market-500,8.95582889758455,0.064215898513794,5,,,
16,sf-market-500,7.19745859744748,0.090262413024902,7,,,0.055369377136231
17,sf-market-500,7.91984584392355,0.04018759727478,3,,,
18,sf-market-500,7.28752024720993,0.051454305648804,4,,,
19,sf-market-500,6.92904547275623,0.044563055038452,3,,,
20,sf-market-500,7.3789539530035,0.051992416381836,4,,,
21,sf-market-500,8.36415583137697,0.037851572036743,2,,,
22,sf-market-500,8.93801263788599,0.02885913848877,2,,,
23,sf-market-500,8.63329966970397,0.061947345733643,5,,,
24,sf-market-500,7.20600607767869,0.03922700881958,3,,,
25,sf-market-500,8.01099601257101,0.053832054138184,4,,,
26,sf-market-500,7.57527452440713,0.063260316848755,5,,,
27,sf-market-500,8.17212594653461,0.046329975128174,3,,,
28,sf-market-500,8.50236580329773,0.039674758911133,2,,,
29,sf-market-500,6.64400040709755,0.073508977890015,5,,,
30,sf-market-500,9.37969668224718,0.072151899337769,5,,,
31,sf-market-500,8.50935810887903,0.11356520652771,7,,,
32,sf-market-500,6.98917287742334,0.065156936645508,5,,,
33,sf-market-500,6.87222357411303,0.03107213973999,2,,,
34,sf-market-500,10.2677341510884,0.082720518112183,6,,,
