Index,Graph,Flow Cost,Time (sec),Num Iters
0,cambridge-500,21.091605368183835,0.07039070129394531,9
1,cambridge-500,10.179858271559247,0.08051013946533203,5
2,cambridge-500,9.968771534985478,0.05231070518493652,6
3,cambridge-500,9.764835982089782,0.0415189266204834,5
4,cambridge-500,7.749792054331875,0.03711891174316406,5
5,cambridge-500,9.308201383789362,0.04413795471191406,6
6,cambridge-500,10.449907900316921,0.04293107986450195,4
7,cambridge-500,13.192899452320734,0.0399782657623291,3
8,cambridge-500,7.753748113189233,0.0633230209350586,6
9,cambridge-500,15.430229577442587,0.04334092140197754,5
10,cambridge-500,10.53877282092229,0.039771080017089844,5
11,cambridge-500,9.587055060655748,0.05483531951904297,6
12,cambridge-500,10.667837890403838,0.04395794868469238,5
13,cambridge-500,10.348769471090337,0.028656005859375,3
14,cambridge-500,19.783695409894996,0.04463672637939453,6
15,cambridge-500,15.18402091360676,0.05707907676696777,6
16,cambridge-500,13.443217217428895,0.04767560958862305,5
17,cambridge-500,8.604866615320965,0.03661298751831055,4
18,cambridge-500,8.238388237410444,0.03853011131286621,5
19,cambridge-500,14.939233563150056,0.0601353645324707,8
20,cambridge-500,8.117200589351585,0.041527748107910156,5
21,cambridge-500,9.491952975962578,0.027437448501586914,2
22,cambridge-500,16.764500090391294,0.06020092964172363,7
23,cambridge-500,10.144112696624042,0.0566558837890625,6
24,cambridge-500,9.164993641088534,0.049530029296875,6
25,cambridge-500,8.67158696113364,0.05008053779602051,5
26,cambridge-500,11.468510916308823,0.026827096939086914,3
27,cambridge-500,14.58968591371764,0.05515933036804199,6
28,cambridge-500,10.930160706373886,0.0488736629486084,6
29,cambridge-500,8.990085807724995,0.04511594772338867,5
30,cambridge-500,9.31750820773738,0.03462696075439453,2
31,cambridge-500,10.163719959888873,0.06141519546508789,5
32,cambridge-500,9.262558810548562,0.05076193809509277,5
33,cambridge-500,12.426570133934439,0.0511012077331543,6
34,cambridge-500,12.667316265306114,0.018666744232177734,2
35,cambridge-500,13.449870442516376,0.06931829452514648,7
36,cambridge-500,7.42833829244985,0.059589385986328125,8
37,cambridge-500,12.090341396089233,0.02807474136352539,3
38,cambridge-500,8.884723733303938,0.03293251991271973,4
39,cambridge-500,10.224217993727024,0.04492783546447754,6
40,cambridge-500,11.46967987486927,0.04941105842590332,3
41,cambridge-500,13.45202067759115,0.03818631172180176,5
42,cambridge-500,11.67884769027113,0.0449519157409668,5
43,cambridge-500,10.856760758302926,0.0450282096862793,6
44,cambridge-500,10.08246832578584,0.07195353507995605,8
45,cambridge-500,8.625621224686,0.026851892471313477,3
46,cambridge-500,9.78639494731272,0.030981063842773438,3
47,cambridge-500,12.01198976389288,0.024100542068481445,3
48,cambridge-500,10.575342754941408,0.034319162368774414,4
49,cambridge-500,15.43667601588646,0.024666786193847656,3
50,cambridge-500,11.718380945108995,0.03908395767211914,4
51,cambridge-500,7.205304038353628,0.017675161361694336,2
52,cambridge-500,10.783893560317455,0.02462172508239746,3
53,cambridge-500,9.75538108039969,0.04154658317565918,5
54,cambridge-500,12.70721447398688,0.035128116607666016,4
55,cambridge-500,11.486265380403243,0.024725675582885742,3
56,cambridge-500,14.37744208647382,0.03402352333068848,4
57,cambridge-500,10.658211302258634,0.05038094520568848,7
58,cambridge-500,12.80544003956259,0.03233766555786133,3
59,cambridge-500,9.710238743242913,0.04152226448059082,4
60,cambridge-500,11.70090932324319,0.05798459053039551,7
61,cambridge-500,11.489729921980372,0.05115652084350586,4
62,cambridge-500,9.293315995023498,0.04368114471435547,5
63,cambridge-500,12.126134954641302,0.03423571586608887,3
64,cambridge-500,9.1221147074593,0.03163337707519531,4
65,cambridge-500,10.543951748855195,0.05018162727355957,6
66,cambridge-500,11.046726620535605,0.04107928276062012,4
67,cambridge-500,9.028899951122293,0.052774667739868164,6
68,cambridge-500,10.854244217634534,0.037554025650024414,5
69,cambridge-500,8.212837532866125,0.05302619934082031,7
70,cambridge-500,8.519539445879538,0.052773475646972656,7
71,cambridge-500,9.168469974669907,0.04737377166748047,6
72,cambridge-500,11.672812991491323,0.04489469528198242,5
73,cambridge-500,9.220680348271928,0.03234720230102539,4
74,cambridge-500,12.466085586309093,0.04413414001464844,5
75,cambridge-500,8.956380836955965,0.02445673942565918,3
76,cambridge-500,7.7120632633905455,0.03784036636352539,5
77,cambridge-500,8.840267474013217,0.031528472900390625,4
78,cambridge-500,18.239693420044393,0.018044471740722656,2
79,cambridge-500,26.79577074557069,0.03624415397644043,4
80,cambridge-500,14.409201022313896,0.03356599807739258,4
81,cambridge-500,10.564665322662576,0.0270235538482666,2
82,cambridge-500,8.354478987622565,0.04408454895019531,4
83,cambridge-500,15.711778653183766,0.05376005172729492,7
84,cambridge-500,8.99042364496213,0.05045485496520996,5
85,cambridge-500,10.968440529212026,0.03670024871826172,3
86,cambridge-500,9.015866016029808,0.03712153434753418,4
87,cambridge-500,12.652943187916387,0.06918883323669434,8
88,cambridge-500,9.726954163300785,0.025199413299560547,3
89,cambridge-500,16.602927624112517,0.02943253517150879,3
90,cambridge-500,10.399268802042965,0.045165300369262695,4
91,cambridge-500,11.637156969229654,0.03145480155944824,4
92,cambridge-500,9.40549342733432,0.03149008750915527,4
93,cambridge-500,11.803392747593234,0.03569483757019043,3
94,cambridge-500,13.133857351738394,0.04899954795837402,6
95,cambridge-500,7.587025568247122,0.02698802947998047,3
96,cambridge-500,9.301423378020248,0.03794598579406738,3
97,cambridge-500,10.752452307198713,0.06729936599731445,7
98,cambridge-500,9.652665726337043,0.043630361557006836,4
