Index,Graph,Flow Cost,Time (sec),Num Iters
0,sf-market-500,9.261829137334333,0.18867206573486328,4
1,sf-market-500,7.584060437050443,0.1848759651184082,4
2,sf-market-500,7.11713456492012,0.18535709381103516,4
3,sf-market-500,8.832596880241923,0.25177741050720215,5
4,sf-market-500,6.721121380445372,0.25725269317626953,4
5,sf-market-500,8.283799308900473,0.18578672409057617,3
6,sf-market-500,7.643903222295348,0.21666264533996582,3
7,sf-market-500,7.511078529950896,0.20229554176330566,4
8,sf-market-500,7.755463284781545,0.10643196105957031,2
9,sf-market-500,7.308360836288738,0.1842653751373291,4
10,sf-market-500,7.953264397971571,0.1919865608215332,4
11,sf-market-500,7.119421909396075,0.1832718849182129,4
12,sf-market-500,7.907068250939455,0.22500276565551758,5
13,sf-market-500,7.523499125245846,0.1219625473022461,2
14,sf-market-500,10.140411368897535,0.16846275329589844,3
15,sf-market-500,9.037146083717646,0.14086103439331055,3
16,sf-market-500,7.218444071406088,0.2634916305541992,6
17,sf-market-500,8.015327075341139,0.14426493644714355,3
18,sf-market-500,7.2125295218789836,0.17221522331237793,3
19,sf-market-500,7.40653433215794,0.22559833526611328,5
20,sf-market-500,6.581649154519769,0.1441659927368164,3
21,sf-market-500,8.363425516311867,0.1032569408416748,2
22,sf-market-500,8.937500746397006,0.14211344718933105,3
23,sf-market-500,7.668985109889991,0.40551304817199707,8
24,sf-market-500,7.126674939301611,0.15770864486694336,3
25,sf-market-500,8.114511426989791,0.23676657676696777,5
26,sf-market-500,7.2494119251892775,0.3251066207885742,6
27,sf-market-500,7.811545175283532,0.12494707107543945,2
28,sf-market-500,7.221491307669444,0.23984766006469727,4
29,sf-market-500,6.648487326219259,0.30955958366394043,7
30,sf-market-500,9.420387930284651,0.2569713592529297,5
31,sf-market-500,8.116894121554312,0.19988489151000977,4
32,sf-market-500,6.726818719055129,0.3074929714202881,7
33,sf-market-500,7.766936415650376,0.18519878387451172,4
34,sf-market-500,11.232406408565653,0.18473148345947266,3
35,sf-market-500,7.97486392124129,0.24186086654663086,5
36,sf-market-500,10.392989971553867,0.341705322265625,6
37,sf-market-500,7.467752788535906,0.4729299545288086,5
38,sf-market-500,7.210365092989973,0.4101729393005371,4
39,sf-market-500,6.906327473273049,0.21300530433654785,2
40,sf-market-500,8.364750946496066,0.5245795249938965,4
41,sf-market-500,6.814482763414071,0.543433666229248,5
42,sf-market-500,7.842201847030509,0.33947205543518066,4
43,sf-market-500,7.984373798909903,0.5381028652191162,5
44,sf-market-500,7.841837398213114,0.3058781623840332,4
45,sf-market-500,7.975301697294206,0.1690196990966797,3
46,sf-market-500,7.081371627213443,0.4539968967437744,5
47,sf-market-500,9.057910886523825,0.13127946853637695,2
48,sf-market-500,7.911169659013544,0.5127861499786377,5
49,sf-market-500,7.702235035148626,0.2863039970397949,5
50,sf-market-500,8.357258634855778,0.41665029525756836,6
51,sf-market-500,7.150614475533922,0.3431828022003174,5
52,sf-market-500,8.162246308243661,0.7249026298522949,6
53,sf-market-500,9.339916049077228,0.2955644130706787,3
54,sf-market-500,8.174751270548601,0.1927812099456787,3
55,sf-market-500,7.323225848176392,0.27703285217285156,5
56,sf-market-500,7.086712459776445,0.3657562732696533,4
57,sf-market-500,7.997268004556758,0.2672109603881836,4
58,sf-market-500,6.867530216852276,0.43049001693725586,5
59,sf-market-500,7.3648514602678326,0.24749159812927246,3
60,sf-market-500,10.951753993315108,0.2702300548553467,4
61,sf-market-500,7.898379963790273,0.22996091842651367,3
62,sf-market-500,8.361844382847623,0.49727606773376465,5
63,sf-market-500,6.945889786344466,0.36580801010131836,4
64,sf-market-500,6.825555523400742,0.44896888732910156,5
65,sf-market-500,8.302224046364438,0.6324262619018555,7
66,sf-market-500,7.853938095269342,0.6649994850158691,9
67,sf-market-500,9.486292210938604,0.4453704357147217,4
68,sf-market-500,9.096245384191413,0.553302526473999,6
69,sf-market-500,8.176842151268684,0.5756223201751709,6
70,sf-market-500,7.589865564317329,0.20613646507263184,3
71,sf-market-500,7.413164270953795,0.2758626937866211,3
72,sf-market-500,7.9724401192078265,0.20951390266418457,3
73,sf-market-500,6.680592601411546,0.24947667121887207,2
74,sf-market-500,7.143765969809346,0.3013889789581299,3
75,sf-market-500,8.16793541483829,0.2742598056793213,2
76,sf-market-500,7.682323537877686,0.38408946990966797,5
77,sf-market-500,8.380154236667599,0.4847846031188965,6
78,sf-market-500,7.293270994002871,0.20896410942077637,2
79,sf-market-500,7.126891256687016,0.46233415603637695,5
80,sf-market-500,7.182899708876906,0.5464777946472168,7
81,sf-market-500,7.242799746890284,0.4120919704437256,5
82,sf-market-500,7.884283920150092,0.5337851047515869,6
83,sf-market-500,7.844388828079282,0.18589997291564941,3
84,sf-market-500,7.664704798630698,0.1939544677734375,2
85,sf-market-500,8.058947187272667,0.23549890518188477,2
86,sf-market-500,9.076378863969971,0.4266653060913086,3
87,sf-market-500,6.6781318919439165,0.39880871772766113,6
88,sf-market-500,7.304416028426322,0.5088982582092285,5
89,sf-market-500,10.090235571584504,0.14609742164611816,2
90,sf-market-500,7.399528543569701,0.2318706512451172,4
91,sf-market-500,7.259066192416713,0.2875988483428955,4
92,sf-market-500,7.592057476325243,0.1463320255279541,2
93,sf-market-500,8.638129166837572,0.26577043533325195,4
94,sf-market-500,7.207219212276196,0.3495442867279053,4
95,sf-market-500,8.152227289134345,0.1471569538116455,2
96,sf-market-500,7.385095279186748,0.17474603652954102,2
97,sf-market-500,7.046253831110927,0.29843711853027344,5
98,sf-market-500,7.374270283637269,0.24875640869140625,4
99,sf-market-500,8.215949698505378,0.2957630157470703,3
100,sf-market-500,7.14559560899733,0.23307466506958008,3
101,sf-market-500,6.752035897265784,0.15448832511901855,2
102,sf-market-500,7.378527815991423,0.3224983215332031,5
103,sf-market-500,6.762559152774802,0.4438173770904541,5
104,sf-market-500,8.24939400291895,0.14433050155639648,3
105,sf-market-500,7.059498026836774,0.1325080394744873,2
106,sf-market-500,6.987882441635115,0.14616632461547852,3
107,sf-market-500,8.631452560371681,0.12418746948242188,2
108,sf-market-500,7.88005032007685,0.21971726417541504,4
109,sf-market-500,8.619866090259134,0.2426743507385254,5
110,sf-market-500,7.389459840019481,0.2607293128967285,3
111,sf-market-500,6.839622712726905,0.6386489868164062,6
112,sf-market-500,6.8259008713008065,0.40662097930908203,5
113,sf-market-500,8.933428381164207,0.6674895286560059,7
114,sf-market-500,11.627188103180721,0.3306276798248291,4
115,sf-market-500,8.024277619388604,0.21802878379821777,3
116,sf-market-500,7.349742089345113,0.28930163383483887,4
117,sf-market-500,6.770674332444441,0.3601536750793457,3
118,sf-market-500,7.154032111811385,0.44667482376098633,6
119,sf-market-500,10.670781075509826,0.43031954765319824,4
120,sf-market-500,8.449400390519443,0.3417208194732666,3
121,sf-market-500,6.883228740712847,0.2696683406829834,3
122,sf-market-500,7.185222323658193,0.3659844398498535,5
123,sf-market-500,7.03013002295265,0.36638617515563965,4
124,sf-market-500,7.581602198884829,0.3838365077972412,4
125,sf-market-500,8.62275849181463,0.30399084091186523,4
126,sf-market-500,7.80426354557007,0.3492743968963623,3
127,sf-market-500,8.60047867358835,0.22334003448486328,3
128,sf-market-500,8.506721120430164,0.6064968109130859,8
129,sf-market-500,8.481971957257784,0.49941134452819824,6
130,sf-market-500,7.650975422868897,0.3431096076965332,4
131,sf-market-500,9.72807634992979,0.35797667503356934,5
132,sf-market-500,8.35268110159917,0.2665519714355469,3
133,sf-market-500,7.875763051190878,0.2967689037322998,3
134,sf-market-500,7.982662732000878,0.22005367279052734,3
135,sf-market-500,8.555154589135213,0.24984025955200195,4
136,sf-market-500,8.931881471079755,0.29694175720214844,4
137,sf-market-500,11.954676978227212,0.43566250801086426,6
138,sf-market-500,6.845151621788009,0.27129030227661133,3
139,sf-market-500,11.672392025885216,0.14095234870910645,2
140,sf-market-500,9.428716977086243,0.2767958641052246,3
141,sf-market-500,8.515282901763577,0.23100614547729492,3
142,sf-market-500,9.930642077555285,0.2543303966522217,4
143,sf-market-500,7.2649968936959555,0.213820219039917,3
144,sf-market-500,9.44575206377422,0.5018129348754883,6
145,sf-market-500,7.273198218713512,0.4001963138580322,5
146,sf-market-500,7.54548782143962,0.35955214500427246,5
147,sf-market-500,8.364288691006724,0.4478302001953125,5
148,sf-market-500,6.993890381444068,0.3727128505706787,6
149,sf-market-500,7.633203299348101,0.3482379913330078,4
150,sf-market-500,7.095293989959412,0.6320087909698486,7
