Index,Graph,Flow Cost,Time (sec),Num Iters,,
0,sf-market-500,2.64525715734118,0.081640005111694,7,,
1,sf-market-500,1.47183376172595,0.091229200363159,8,,
2,sf-market-500,1.6036822944419,0.091359376907349,8,,
3,sf-market-500,1.99711067875845,0.134960651397705,12,,
4,sf-market-500,1.61349794534124,0.09109902381897,8,,
5,sf-market-500,1.92819124105507,0.090810537338257,8,,
6,sf-market-500,2.26692588850357,0.070266962051392,6,,
7,sf-market-500,1.06979833227893,0.090287208557129,8,,0.090526938438416
8,sf-market-500,1.90028888286446,0.116000413894653,10,,
9,sf-market-500,2.20869380530788,0.145488977432251,13,,
10,sf-market-500,1.40469153894273,0.11179780960083,10,,
11,sf-market-500,1.59703152485143,0.167108774185181,15,,
12,sf-market-500,2.18411455062933,0.048656463623047,4,,
13,sf-market-500,1.77780370467733,0.093244552612305,8,,
14,sf-market-500,2.48566388201627,0.048488140106201,4,,
15,sf-market-500,1.99326123437945,0.134519100189209,12,,
16,sf-market-500,1.21221570315337,0.090698719024658,8,,
17,sf-market-500,1.53162408994061,0.080090522766113,7,,
18,sf-market-500,1.82293864044411,0.113307952880859,10,,
19,sf-market-500,1.76713944636464,0.166693687438965,15,,
20,sf-market-500,1.31236601826416,0.112833499908447,10,,
21,sf-market-500,1.80754359860772,0.059018611907959,5,,
22,sf-market-500,2.06950553410791,0.080379009246826,7,,
23,sf-market-500,1.64616223980323,0.124304294586182,11,,
24,sf-market-500,1.55217995409715,0.175547599792481,16,,
25,sf-market-500,1.99532880890943,0.059231281280518,5,,
26,sf-market-500,1.35467896124122,0.059167146682739,5,,
27,sf-market-500,2.11994403648496,0.111560583114624,10,,
28,sf-market-500,1.32965091922225,0.154690265655518,14,,
29,sf-market-500,1.27524084241951,0.102065801620483,9,,
30,sf-market-500,1.99232190096038,0.133314847946167,12,,
31,sf-market-500,2.00290866242306,0.04826021194458,4,,
32,sf-market-500,1.27892148140097,0.134093284606934,12,,
33,sf-market-500,1.51729959858562,0.059148550033569,5,,
34,sf-market-500,2.7283220310474,0.145149230957031,13,,
35,sf-market-500,1.4419551629981,0.134744167327881,12,,
36,sf-market-500,2.61715604635591,0.0701904296875,6,,
37,sf-market-500,2.62405960254237,0.091813802719116,8,,
38,sf-market-500,1.4327954375468,0.155969858169556,14,,
39,sf-market-500,1.27085828887838,0.112181425094605,10,,
40,sf-market-500,1.71001171631998,0.108968496322632,9,,
41,sf-market-500,1.23496693567361,0.080599784851074,7,,
42,sf-market-500,1.61968985086945,0.059261322021484,5,,
43,sf-market-500,1.77765083890519,0.047915935516358,4,,
44,sf-market-500,1.65161951085942,0.079899311065674,7,,
45,sf-market-500,1.53155794719675,0.069874286651611,6,,
46,sf-market-500,1.22925855010293,0.069377660751343,6,,
47,sf-market-500,1.95605020706001,0.080404758453369,7,,
48,sf-market-500,2.2656855327521,0.08064079284668,7,,
49,sf-market-500,1.49039866169368,0.102978229522705,9,,
50,sf-market-500,1.82179181743233,0.0914306640625,8,,
51,sf-market-500,1.42767033742003,0.101938486099243,9,,
52,sf-market-500,1.31162820553505,0.090545654296875,8,,
53,sf-market-500,1.81553170606992,0.091165065765381,8,,
54,sf-market-500,1.84685515867074,0.071146011352539,6,,
55,sf-market-500,1.63423047895729,0.091339826583862,8,,
56,sf-market-500,1.29037730365863,0.058827161788941,5,,
57,sf-market-500,1.59966543380849,0.090130567550659,7,,
58,sf-market-500,1.14470043651893,0.103157520294189,9,,
