Epoch,Avg Train Loss,Avg Valid Loss
0,183.34149,31.39997
1,47.101315,17.392391
2,16.29806,10.7142515
3,12.078364,8.566502
4,12.1071,7.482415
5,12.078943,6.8055825
6,10.739283,9.239219
7,11.159541,7.3309517
8,10.041424,5.605247
9,11.541823,5.3829374
10,7.9411864,4.8853965
11,7.4342623,4.5599785
12,7.0835724,5.562595
13,7.407816,3.9711418
14,7.0035925,4.964701
15,6.244502,4.5373487
16,7.5073805,3.8093495
17,5.9326386,3.031775
18,6.3034043,4.1442676
19,5.5801196,3.2694545
20,5.4236546,3.4575012
21,5.690283,2.824925
22,5.5486083,5.8212733
23,5.2390523,3.0776088
24,5.4526687,2.9992135
25,6.0065455,3.1344676
26,5.0036097,2.8389459
27,4.5010242,2.6193624
28,4.4453263,3.989142
29,4.8411894,2.6248677
30,4.290807,3.6613517
31,4.2433467,3.0222769
32,3.7567065,3.4840786
33,3.9422617,2.8740108
34,3.8329313,2.2908547
35,3.2929108,2.2472794
36,3.2270014,2.302043
37,3.4751203,1.9379412
38,3.3308215,1.9762884
39,3.0701208,3.2855473
40,3.164989,1.9889629
41,3.333026,2.4383698
42,2.93762,2.1672053
43,2.8685098,1.7485613
44,2.8511395,2.126539
45,2.5863225,1.722193
46,2.7528515,1.730662
47,2.8668318,1.5862896
48,2.6679153,1.7262001
49,2.5855224,1.4684757
50,2.8315153,3.423551
51,2.612879,1.4781227
52,2.2418935,1.2723448
53,1.9405823,1.4870802
54,1.9465551,1.1887352
55,1.8387586,1.2482889
56,1.8871286,1.4636471
57,1.7934065,1.1804645
58,1.7919569,1.2255327
59,1.7445045,0.98683214
60,1.7218395,1.038756
61,1.5894742,1.0239863
62,1.6253116,1.3273102
63,1.4546906,1.0833224
64,1.5493225,1.2315519
65,1.5805713,1.1235961
66,1.5286328,0.9828105
67,1.4290128,1.0886713
68,1.6390778,0.9007596
69,1.4509953,0.8968257
70,1.4612373,0.87843466
71,1.4084373,0.8508479
72,1.4680226,1.0173281
73,1.3925049,1.2647134
74,1.2857673,0.9114788
75,1.4051338,0.9089297
76,1.2595326,1.0388632
77,1.3201483,1.0202824
78,1.3664633,1.2581316
79,1.3174901,1.2085073
80,1.2188474,0.9041339
81,1.4926505,0.72782755
82,1.1425585,0.8663241
83,1.186641,0.7847215
84,1.113086,0.7257957
85,1.0682291,0.88120127
86,1.0625709,0.77455527
87,1.145166,0.73658884
88,1.121077,0.75641096
89,1.0908982,0.6266687
90,1.0738647,0.77215534
91,1.0760491,0.817794
92,0.98491347,0.7642471
93,1.0596844,0.67573684
94,1.0024604,0.7406988
95,0.942803,0.7286513
96,1.1077412,0.74213684
97,1.0348816,0.69286793
98,0.9220569,0.8506662
99,1.0367099,1.0827897
