Test Instance,Graph,Flow Cost,Dual Cost,Time (sec),,
510,london-500,4.2941585,3.6289637,0.042014157772064,,
511,london-500,3.7317033,3.1741161,0.042014157772064,,
512,london-500,3.582056,2.8144748,0.042014157772064,,
513,london-500,4.144297,3.341657,0.042014157772064,,
514,london-500,7.501904,6.952883,0.042014157772064,,
515,london-500,3.0954444,2.6279085,0.042014157772064,,
516,london-500,4.6784563,4.2091246,0.042014157772064,,
517,london-500,5.316094,4.8586626,0.042014157772064,,
518,london-500,5.4265122,4.608919,0.042014157772064,,
519,london-500,3.7404468,3.2253923,0.042014157772064,,
520,london-500,8.427453,7.5690994,0.042014157772064,,
521,london-500,3.3635223,2.848906,0.042014157772064,,
522,london-500,3.6426044,3.1789165,0.042014157772064,,
523,london-500,3.0086765,2.357092,0.042014157772064,,
524,london-500,3.5267782,3.1121645,0.042014157772064,,
525,london-500,3.8335948,3.1806767,0.042014157772064,,
526,london-500,5.2730546,4.0187635,0.042014157772064,,
527,london-500,7.0463905,6.365125,0.042014157772064,,
528,london-500,5.825206,5.1469636,0.042014157772064,,
529,london-500,7.480131,6.8333015,0.042014157772064,,
530,london-500,5.8013945,5.068086,0.042014157772064,,
531,london-500,4.2783313,3.896213,0.042014157772064,,
532,london-500,5.014856,4.255671,0.042014157772064,,
533,london-500,5.750683,4.7439785,0.042014157772064,,
534,london-500,3.9446783,3.4791272,0.042014157772064,,
535,london-500,4.1208215,3.563801,0.042014157772064,,
536,london-500,4.345921,3.829991,0.042014157772064,,
537,london-500,3.909082,3.4154997,0.042014157772064,,
538,london-500,5.284221,4.823457,0.042014157772064,,
539,london-500,4.676098,3.7860398,0.042014157772064,,
540,london-500,3.6472526,3.0873036,0.042014157772064,,
541,london-500,9.548445,8.806116,0.042014157772064,,
542,london-500,4.686289,3.914062,0.042014157772064,,
543,london-500,4.44422,3.7464688,0.042014157772064,,
544,london-500,9.932907,9.026416,0.042014157772064,,
545,london-500,3.7624207,3.3798707,0.042014157772064,,
546,london-500,6.3937707,5.7211018,0.042014157772064,,
547,london-500,5.2979198,4.82083,0.042014157772064,,
548,london-500,3.328512,2.6917388,0.042014157772064,,
549,london-500,4.484172,3.8637033,0.042014157772064,,
550,london-500,3.7300987,3.0355117,0.042014157772064,,
551,london-500,3.956674,3.422469,0.042014157772064,,
552,london-500,3.7108476,3.1256726,0.042014157772064,,
553,london-500,4.02794,3.4679337,0.042014157772064,,
554,london-500,3.973756,3.3367867,0.042014157772064,,
555,london-500,4.3625813,3.9308624,0.042014157772064,,
556,london-500,3.9779093,3.3547065,0.042014157772064,,
557,london-500,3.8765864,3.3631208,0.042014157772064,,
558,london-500,3.539405,3.074306,0.042014157772064,,
559,london-500,3.3858566,2.7432728,0.042014157772064,,
560,london-500,6.7498913,6.3109713,0.042014157772064,,
561,london-500,4.041809,3.481823,0.042014157772064,,
562,london-500,4.167644,3.7835927,0.042014157772064,,
563,london-500,3.2593784,2.7336547,0.042014157772064,,
564,london-500,3.9460468,3.359527,0.042014157772064,,
565,london-500,4.508951,3.8736272,0.042014157772064,,
566,london-500,3.3165145,2.7590535,0.042014157772064,,
567,london-500,3.8319664,3.2903054,0.042014157772064,,
568,london-500,6.9219475,6.3544946,0.042014157772064,,
569,london-500,3.664421,3.091209,0.042014157772064,,
570,london-500,6.0217404,5.539319,0.042014157772064,,
571,london-500,3.7610936,3.044664,0.042014157772064,,
572,london-500,6.2563076,3.5547912,0.042014157772064,,
573,london-500,7.038536,6.4466763,0.042014157772064,,
574,london-500,6.7906685,6.1079082,0.042014157772064,,
575,london-500,3.6913023,3.283845,0.042014157772064,,
576,london-500,3.6118798,2.9776123,0.042014157772064,,
577,london-500,4.5716434,4.0380282,0.042014157772064,,
578,london-500,3.6291294,3.1089475,0.042014157772064,,
579,london-500,3.859573,3.2675812,0.042014157772064,,
580,london-500,3.8323357,3.3145723,0.042014157772064,,
581,london-500,4.492695,3.749069,0.042014157772064,,
582,london-500,4.787408,4.2701254,0.042014157772064,,
583,london-500,3.488405,2.623165,0.042014157772064,,
584,london-500,3.8220649,3.2760572,0.042014157772064,,
585,london-500,3.7607417,3.2903757,0.042014157772064,,
586,london-500,4.103646,3.7344506,0.042014157772064,,
587,london-500,5.762216,5.1245384,0.042014157772064,,
588,london-500,4.3154626,3.536738,0.042014157772064,,
589,london-500,4.2936335,3.5232954,0.042014157772064,,
590,london-500,6.691685,6.1801066,0.042014157772064,,
591,london-500,5.61901,5.095018,0.042014157772064,,
592,london-500,2.746786,2.2180195,0.042014157772064,,
593,london-500,7.2195425,6.638451,0.042014157772064,,
594,london-500,7.4163322,6.795254,0.042014157772064,,
595,london-500,6.05952,5.506656,0.042014157772064,,
596,london-500,3.6444237,2.9988317,0.042014157772064,,
597,london-500,4.412328,3.6205933,0.042014157772064,,
598,london-500,3.7574873,3.1790953,0.042014157772064,,
599,london-500,7.3427267,6.678478,0.042014157772064,,
600,london-500,4.36983,3.7347202,0.04717636346817,,
601,london-500,5.0998917,3.8971598,0.04717636346817,,
602,london-500,7.4697676,5.9561214,0.04717636346817,,
603,london-500,4.114164,3.605099,0.04717636346817,,
604,london-500,5.6180897,5.088131,0.04717636346817,,
605,london-500,5.155563,4.467248,0.04717636346817,,
606,london-500,6.459115,5.8087745,0.04717636346817,,
607,london-500,5.935921,5.417794,0.04717636346817,,
608,london-500,4.088138,3.4369395,0.04717636346817,,
609,london-500,2.9484909,2.371062,0.04717636346817,,
610,london-500,4.9975195,4.388971,0.04717636346817,,
611,london-500,9.086648,8.528061,0.04717636346817,,
612,london-500,7.058722,6.6014686,0.04717636346817,,
613,london-500,3.335539,2.6597414,0.04717636346817,,
614,london-500,3.2779934,2.6737118,0.04717636346817,,
615,london-500,5.0233974,4.384606,0.04717636346817,,
616,london-500,5.409476,4.999204,0.04717636346817,,
617,london-500,5.970071,5.420233,0.04717636346817,,
618,london-500,9.754536,9.118027,0.04717636346817,,
619,london-500,3.8285968,3.2008665,0.04717636346817,,
620,london-500,3.2754855,2.794271,0.04717636346817,,
621,london-500,3.600223,3.109582,0.04717636346817,,
622,london-500,4.7557254,4.132903,0.04717636346817,,
623,london-500,6.45498,5.888191,0.04717636346817,,
624,london-500,5.785033,5.136156,0.04717636346817,,
625,london-500,3.642784,2.8336244,0.04717636346817,,
626,london-500,5.6132927,5.1786003,0.04717636346817,,
627,london-500,3.615877,3.2128992,0.04717636346817,,
628,london-500,3.4613113,2.6405935,0.04717636346817,,
629,london-500,3.4725556,3.041175,0.04717636346817,,
630,london-500,3.991377,3.2913492,0.04717636346817,,
631,london-500,8.713982,7.9990625,0.04717636346817,,
632,london-500,4.230651,3.4652457,0.04717636346817,,
633,london-500,5.4474545,4.9406004,0.04717636346817,,
634,london-500,2.752168,2.3450317,0.04717636346817,,
635,london-500,5.6588516,5.0009623,0.04717636346817,,
636,london-500,3.2874434,2.780573,0.04717636346817,,
637,london-500,3.3876634,2.7381215,0.04717636346817,,
638,london-500,5.7251544,5.2978754,0.04717636346817,,
639,london-500,3.6586537,2.6840286,0.04717636346817,,
640,london-500,5.610857,5.095288,0.04717636346817,,
641,london-500,3.546361,3.0502598,0.04717636346817,,
642,london-500,6.559409,5.986451,0.04717636346817,,
643,london-500,5.6524405,5.1657925,0.04717636346817,,
644,london-500,4.674058,4.157978,0.04717636346817,,
645,london-500,3.7514236,3.1534023,0.04717636346817,,
646,london-500,6.13914,5.55293,0.04717636346817,,
647,london-500,4.2552223,3.6771364,0.04717636346817,,
648,london-500,3.80551,3.0860896,0.04717636346817,,
649,london-500,13.446264,12.654618,0.04717636346817,,
650,london-500,8.817573,8.14371,0.04717636346817,,
651,london-500,3.5302162,2.9919956,0.04717636346817,,
652,london-500,3.6421785,3.0777636,0.04717636346817,,
653,london-500,3.3770125,2.8346848,0.04717636346817,,
654,london-500,4.236348,3.76764,0.04717636346817,,
655,london-500,4.188872,3.7207994,0.04717636346817,,
656,london-500,6.2183914,5.6801357,0.04717636346817,,
657,london-500,6.1630507,5.526866,0.04717636346817,,
658,london-500,4.699791,4.0826106,0.04717636346817,,
659,london-500,5.3272753,4.6745887,0.04717636346817,,
660,london-500,6.973285,6.4062233,0.04717636346817,,
661,london-500,3.6555352,3.171573,0.04717636346817,,
662,london-500,4.06864,3.510891,0.04717636346817,,
663,london-500,4.239416,3.7205348,0.04717636346817,,
664,london-500,3.8803205,3.1947074,0.04717636346817,,
665,london-500,3.6560335,3.0804515,0.04717636346817,,
666,london-500,3.4222252,2.8194177,0.04717636346817,,
667,london-500,5.6985703,5.037738,0.04717636346817,,
668,london-500,3.0924451,2.6087384,0.04717636346817,,
669,london-500,6.6954026,6.1055217,0.04717636346817,,
670,london-500,5.2790575,4.7131205,0.04717636346817,,
671,london-500,5.8356886,4.397036,0.04717636346817,,
672,london-500,3.231111,2.556483,0.04717636346817,,
673,london-500,7.2181044,6.570428,0.04717636346817,,
674,london-500,3.8110075,3.2430482,0.04717636346817,,
675,london-500,4.1375747,3.4042873,0.04717636346817,,
676,london-500,4.7454896,3.9138694,0.04717636346817,,
677,london-500,5.764864,5.0658426,0.04717636346817,,
678,london-500,8.588453,8.015596,0.04717636346817,,
679,london-500,5.2243023,4.032303,0.04717636346817,,
680,london-500,4.4993944,3.6594486,0.04717636346817,,
681,london-500,4.220601,3.7554777,0.04717636346817,,
682,london-500,4.733132,4.1273394,0.04717636346817,,
683,london-500,2.9171662,2.3349066,0.04717636346817,,
684,london-500,3.4229517,2.8523083,0.04717636346817,,
685,london-500,4.7050686,4.1178694,0.04717636346817,,
686,london-500,3.6899514,3.056024,0.04717636346817,,
687,london-500,4.080208,3.6535301,0.04717636346817,,
688,london-500,4.425743,3.9026246,0.04717636346817,,
689,london-500,4.1182737,3.5247788,0.04717636346817,,
690,london-500,4.555074,3.4544396,0.04717636346817,,
691,london-500,5.0439863,4.134161,0.04717636346817,,
692,london-500,3.8542097,3.4153783,0.04717636346817,,
693,london-500,4.2171597,3.5842555,0.04717636346817,,
694,london-500,4.078551,3.3617773,0.04717636346817,,
695,london-500,4.1771464,3.7636883,0.04717636346817,,
696,london-500,3.2014713,2.5695152,0.04717636346817,,
697,london-500,3.909625,3.492569,0.04717636346817,,
698,london-500,3.7751713,3.336915,0.04717636346817,,
699,london-500,4.497836,3.8381586,0.04717636346817,,
700,london-500,10.412769,9.626464,0.036713929176331,,
701,london-500,3.2806213,2.6921563,0.036713929176331,,
702,london-500,4.441125,3.9746962,0.036713929176331,,
703,london-500,5.2976685,4.7544885,0.036713929176331,,
704,london-500,3.5837677,3.0403304,0.036713929176331,,
705,london-500,4.632815,3.8771136,0.036713929176331,,
706,london-500,3.5014167,3.0613923,0.036713929176331,,
707,london-500,3.6992943,3.1663795,0.036713929176331,,
708,london-500,6.3514147,5.9860706,0.036713929176331,,
709,london-500,6.201745,5.6087136,0.036713929176331,,
710,london-500,4.2078485,3.698853,0.036713929176331,,
711,london-500,5.5822616,5.1962023,0.036713929176331,,
712,london-500,5.6403484,5.140806,0.036713929176331,,
713,london-500,4.5287504,3.7207642,0.036713929176331,,
714,london-500,6.7723846,6.274465,0.036713929176331,,
715,london-500,3.46418,2.9446201,0.036713929176331,,
716,london-500,3.4488053,3.053575,0.036713929176331,,
717,london-500,5.498067,4.9272947,0.036713929176331,,
718,london-500,3.9990723,3.267046,0.036713929176331,,
719,london-500,5.9276414,5.339466,0.036713929176331,,
720,london-500,4.3928623,3.6409159,0.036713929176331,,
721,london-500,3.6402383,2.8517709,0.036713929176331,,
722,london-500,8.174542,7.718761,0.036713929176331,,
723,london-500,6.761785,6.278064,0.036713929176331,,
724,london-500,3.2265143,2.7966385,0.036713929176331,,
725,london-500,3.8353667,3.5025163,0.036713929176331,,
726,london-500,5.21411,4.709277,0.036713929176331,,
727,london-500,10.122449,9.237961,0.036713929176331,,
728,london-500,3.314032,2.6386704,0.036713929176331,,
729,london-500,3.6180596,3.092653,0.036713929176331,,
730,london-500,8.517575,7.7564926,0.036713929176331,,
731,london-500,8.279215,7.843961,0.036713929176331,,
732,london-500,4.541699,3.8657546,0.036713929176331,,
733,london-500,4.824063,4.24413,0.036713929176331,,
734,london-500,5.802158,5.0346565,0.036713929176331,,
735,london-500,5.4444427,4.875042,0.036713929176331,,
736,london-500,3.3543766,2.899058,0.036713929176331,,
737,london-500,7.0649853,6.4017687,0.036713929176331,,
738,london-500,3.1250935,2.6237137,0.036713929176331,,
739,london-500,5.467028,5.064439,0.036713929176331,,
740,london-500,5.660374,4.89252,0.036713929176331,,
741,london-500,4.645221,4.255853,0.036713929176331,,
742,london-500,4.430352,3.8968067,0.036713929176331,,
743,london-500,7.914513,7.4812036,0.036713929176331,,
744,london-500,4.3688083,3.6366806,0.036713929176331,,
745,london-500,4.0130773,3.3821068,0.036713929176331,,
746,london-500,3.5505266,2.9766436,0.036713929176331,,
747,london-500,4.2960453,3.8664231,0.036713929176331,,
748,london-500,4.971611,4.275861,0.036713929176331,,
749,london-500,3.6926546,3.0559468,0.036713929176331,,
750,london-500,4.000994,3.4926147,0.036713929176331,,
751,london-500,5.068821,4.6583114,0.036713929176331,,
752,london-500,2.9794557,2.4152083,0.036713929176331,,
753,london-500,4.8805385,4.324528,0.036713929176331,,
754,london-500,3.014979,2.5911624,0.036713929176331,,
755,london-500,4.390271,3.896062,0.036713929176331,,
756,london-500,3.9530685,3.3821342,0.036713929176331,,
757,london-500,3.8495183,3.3941941,0.036713929176331,,
758,london-500,5.0723443,4.6358905,0.036713929176331,,
759,london-500,3.0738115,2.5277097,0.036713929176331,,
760,london-500,4.225915,3.5652537,0.036713929176331,,
761,london-500,3.712782,3.3052711,0.036713929176331,,
762,london-500,6.1217413,5.5743546,0.036713929176331,,
763,london-500,3.5227134,2.963573,0.036713929176331,,
764,london-500,3.5683072,3.031051,0.036713929176331,,
765,london-500,4.5562677,4.015181,0.036713929176331,,
766,london-500,3.2526631,2.7434666,0.036713929176331,,
767,london-500,3.6012166,2.9759147,0.036713929176331,,
768,london-500,4.949506,4.522435,0.036713929176331,,
769,london-500,5.292756,4.839761,0.036713929176331,,
770,london-500,3.8267577,3.2787306,0.036713929176331,,
771,london-500,4.361767,3.9773118,0.036713929176331,,
772,london-500,6.868701,6.019268,0.036713929176331,,
773,london-500,4.263436,3.662519,0.036713929176331,,
774,london-500,5.57042,4.971954,0.036713929176331,,
775,london-500,3.0485816,2.4670224,0.036713929176331,,
776,london-500,3.6515493,3.0924296,0.036713929176331,,
777,london-500,3.5138638,3.1018248,0.036713929176331,,
778,london-500,3.2096994,2.6192226,0.036713929176331,,
779,london-500,3.7971325,3.2330303,0.036713929176331,,
780,london-500,7.2880774,5.680194,0.036713929176331,,
781,london-500,6.216131,5.6370845,0.036713929176331,,
782,london-500,6.135351,4.808451,0.036713929176331,,
783,london-500,4.099723,3.4961114,0.036713929176331,,
784,london-500,3.2092247,2.507052,0.036713929176331,,
785,london-500,3.5919938,3.1623912,0.036713929176331,,
786,london-500,9.206287,8.567188,0.036713929176331,,
787,london-500,6.6479955,5.5216527,0.036713929176331,,
788,london-500,3.6085258,2.9852595,0.036713929176331,,
789,london-500,9.122958,8.586531,0.036713929176331,,
790,london-500,5.0639586,4.4866834,0.036713929176331,,
791,london-500,3.0684898,2.5788896,0.036713929176331,,
792,london-500,3.7256265,3.1541185,0.036713929176331,,
793,london-500,9.615248,8.663532,0.036713929176331,,
794,london-500,3.4479113,3.0415492,0.036713929176331,,
795,london-500,4.263776,3.8404846,0.036713929176331,,
796,london-500,5.783917,4.5179605,0.036713929176331,,
797,london-500,10.464968,9.914302,0.036713929176331,,
798,london-500,5.1519957,4.4274216,0.036713929176331,,
799,london-500,3.8186443,3.1374214,0.036713929176331,,
800,london-500,8.174551,7.563846,0.036575481891632,,
801,london-500,3.9533992,3.480012,0.036575481891632,,
802,london-500,5.128199,4.4678974,0.036575481891632,,
803,london-500,6.9382277,6.345164,0.036575481891632,,
804,london-500,4.249441,3.638126,0.036575481891632,,
805,london-500,3.364922,2.7060273,0.036575481891632,,
806,london-500,4.581385,3.930922,0.036575481891632,,
807,london-500,4.8525176,3.7728477,0.036575481891632,,
808,london-500,10.887154,9.863169,0.036575481891632,,
809,london-500,5.8205595,5.0692315,0.036575481891632,,
810,london-500,7.46839,6.797623,0.036575481891632,,
811,london-500,6.6344104,6.036973,0.036575481891632,,
812,london-500,3.2536616,2.7376304,0.036575481891632,,
813,london-500,4.9724593,4.410591,0.036575481891632,,
814,london-500,6.343038,5.7014246,0.036575481891632,,
815,london-500,4.734468,3.7247872,0.036575481891632,,
816,london-500,5.425189,4.7635803,0.036575481891632,,
817,london-500,5.7099576,5.1440268,0.036575481891632,,
818,london-500,4.544859,4.162263,0.036575481891632,,
819,london-500,7.762054,7.061447,0.036575481891632,,
820,london-500,4.7270393,4.1307883,0.036575481891632,,
821,london-500,4.3997784,3.7354896,0.036575481891632,,
822,london-500,4.831725,4.3965473,0.036575481891632,,
823,london-500,7.082722,6.5351853,0.036575481891632,,
824,london-500,4.5273056,3.9648478,0.036575481891632,,
825,london-500,4.5559897,4.115749,0.036575481891632,,
826,london-500,4.766464,4.2819214,0.036575481891632,,
827,london-500,3.6287353,3.0398896,0.036575481891632,,
828,london-500,5.60626,3.9199495,0.036575481891632,,
829,london-500,7.5484066,6.928557,0.036575481891632,,
830,london-500,2.8969932,2.471569,0.036575481891632,,
831,london-500,4.37425,3.3676667,0.036575481891632,,
832,london-500,5.5571647,5.063103,0.036575481891632,,
833,london-500,5.4727154,4.8471847,0.036575481891632,,
834,london-500,4.9655538,4.469018,0.036575481891632,,
835,london-500,4.671185,3.982679,0.036575481891632,,
836,london-500,7.314346,6.1081467,0.036575481891632,,
837,london-500,4.389546,3.9020693,0.036575481891632,,
838,london-500,4.546416,3.9279609,0.036575481891632,,
839,london-500,3.3087075,2.703401,0.036575481891632,,
840,london-500,3.6383872,3.1468039,0.036575481891632,,
841,london-500,3.7491603,2.9501796,0.036575481891632,,
842,london-500,4.829059,4.330826,0.036575481891632,,
843,london-500,4.535819,3.9867067,0.036575481891632,,
844,london-500,6.815099,6.1297846,0.036575481891632,,
845,london-500,12.51811,11.69204,0.036575481891632,,
846,london-500,5.012748,4.2513165,0.036575481891632,,
847,london-500,3.767714,3.293088,0.036575481891632,,
848,london-500,4.085753,3.6292374,0.036575481891632,,
849,london-500,5.4332385,4.971655,0.036575481891632,,
850,london-500,2.8643672,2.3786564,0.036575481891632,,
851,london-500,7.480551,6.5764036,0.036575481891632,,
852,london-500,3.9192462,3.0630298,0.036575481891632,,
853,london-500,3.138915,2.498155,0.036575481891632,,
854,london-500,5.42872,4.9600344,0.036575481891632,,
855,london-500,5.0025,4.3942337,0.036575481891632,,
856,london-500,3.7506156,3.2628708,0.036575481891632,,
857,london-500,4.8756366,4.4661884,0.036575481891632,,
858,london-500,4.5682364,3.9728534,0.036575481891632,,
859,london-500,7.4208894,6.956974,0.036575481891632,,
860,london-500,3.7723057,3.2406237,0.036575481891632,,
861,london-500,3.295134,2.59825,0.036575481891632,,
862,london-500,3.6357918,3.0981045,0.036575481891632,,
863,london-500,6.566486,5.878548,0.036575481891632,,
864,london-500,3.7235713,3.2995312,0.036575481891632,,
865,london-500,6.182817,5.4113283,0.036575481891632,,
866,london-500,4.3809347,3.8926334,0.036575481891632,,
867,london-500,4.72092,4.2343802,0.036575481891632,,
868,london-500,3.5351145,3.1501355,0.036575481891632,,
869,london-500,6.135709,4.664275,0.036575481891632,,
870,london-500,8.146162,7.6786003,0.036575481891632,,
871,london-500,3.6464589,3.0663848,0.036575481891632,,
872,london-500,3.7767653,3.367825,0.036575481891632,,
873,london-500,3.133167,2.6400964,0.036575481891632,,
874,london-500,5.690325,5.121018,0.036575481891632,,
875,london-500,3.182652,2.6570444,0.036575481891632,,
876,london-500,4.451995,3.6028247,0.036575481891632,,
877,london-500,3.1283941,2.673891,0.036575481891632,,
878,london-500,3.233813,2.600098,0.036575481891632,,
879,london-500,4.1603966,3.610404,0.036575481891632,,
880,london-500,5.254938,4.5999117,0.036575481891632,,
881,london-500,4.301514,3.8503442,0.036575481891632,,
882,london-500,3.282652,2.738235,0.036575481891632,,
883,london-500,3.1666627,2.6265574,0.036575481891632,,
884,london-500,4.6099005,4.260421,0.036575481891632,,
885,london-500,4.6009183,4.2727966,0.036575481891632,,
886,london-500,4.441756,3.37106,0.036575481891632,,
887,london-500,4.2182927,3.5494928,0.036575481891632,,
888,london-500,3.4491405,2.9503999,0.036575481891632,,
889,london-500,6.571992,5.9060516,0.036575481891632,,
890,london-500,3.5985568,3.0305595,0.036575481891632,,
891,london-500,3.343504,2.891695,0.036575481891632,,
892,london-500,3.4830873,2.9395962,0.036575481891632,,
893,london-500,6.4810715,5.8456354,0.036575481891632,,
894,london-500,3.8178623,3.2345903,0.036575481891632,,
895,london-500,5.633556,5.165636,0.036575481891632,,
896,london-500,6.4676776,5.627262,0.036575481891632,,
897,london-500,7.096166,6.497133,0.036575481891632,,
898,london-500,3.131936,2.373888,0.036575481891632,,
899,london-500,4.2207384,3.5559258,0.036575481891632,,
900,london-500,3.7281725,2.8898487,0.035619587898254,,
901,london-500,4.506368,4.0569377,0.035619587898254,,
902,london-500,4.2043896,3.6012993,0.035619587898254,,
903,london-500,6.0545626,5.480507,0.035619587898254,,
904,london-500,5.78122,5.0524726,0.035619587898254,,
905,london-500,3.4693036,2.8482342,0.035619587898254,,
906,london-500,5.5294333,5.057242,0.035619587898254,,
907,london-500,7.694552,6.886826,0.035619587898254,,
908,london-500,3.6363482,3.06278,0.035619587898254,,
909,london-500,4.038165,3.3830104,0.035619587898254,,
910,london-500,4.1438074,3.5814981,0.035619587898254,,
911,london-500,4.163006,3.4422796,0.035619587898254,,
912,london-500,3.54042,3.1015196,0.035619587898254,,
913,london-500,5.7323027,5.030588,0.035619587898254,,
914,london-500,4.4091945,3.4088342,0.035619587898254,,
915,london-500,6.9850035,5.393466,0.035619587898254,,
916,london-500,2.9195008,2.444643,0.035619587898254,,
917,london-500,5.8790274,5.322896,0.035619587898254,,
918,london-500,4.1014776,3.5641704,0.035619587898254,,
919,london-500,3.9847376,3.3803005,0.035619587898254,,
920,london-500,4.061612,3.4550717,0.035619587898254,,
921,london-500,3.3573935,2.6399574,0.035619587898254,,
922,london-500,8.57153,8.023158,0.035619587898254,,
923,london-500,3.4857485,2.7986948,0.035619587898254,,
924,london-500,4.490553,3.996992,0.035619587898254,,
925,london-500,3.465729,2.953246,0.035619587898254,,
926,london-500,3.263939,2.650965,0.035619587898254,,
927,london-500,4.1573434,3.0667646,0.035619587898254,,
928,london-500,5.0088377,4.447436,0.035619587898254,,
929,london-500,7.166925,6.6629124,0.035619587898254,,
930,london-500,5.124607,4.3433995,0.035619587898254,,
931,london-500,11.943223,11.237494,0.035619587898254,,
932,london-500,5.022661,4.314782,0.035619587898254,,
933,london-500,8.883335,8.349502,0.035619587898254,,
934,london-500,5.069832,4.2265353,0.035619587898254,,
935,london-500,4.9715843,4.472321,0.035619587898254,,
936,london-500,3.641805,2.9039965,0.035619587898254,,
937,london-500,4.8638654,4.449297,0.035619587898254,,
938,london-500,3.889059,3.377268,0.035619587898254,,
939,london-500,8.83005,7.5276184,0.035619587898254,,
940,london-500,4.2940083,3.8165057,0.035619587898254,,
941,london-500,6.9484167,6.445035,0.035619587898254,,
942,london-500,4.7891903,3.971612,0.035619587898254,,
943,london-500,3.300242,2.745539,0.035619587898254,,
944,london-500,5.9196744,4.8058496,0.035619587898254,,
945,london-500,4.9886274,4.1586294,0.035619587898254,,
946,london-500,4.457133,3.9719958,0.035619587898254,,
947,london-500,5.6541495,5.168945,0.035619587898254,,
948,london-500,2.8247154,2.3033166,0.035619587898254,,
949,london-500,7.0064993,4.9622874,0.035619587898254,,
950,london-500,3.234294,2.4672523,0.035619587898254,,
951,london-500,4.1754227,3.6939187,0.035619587898254,,
952,london-500,4.032153,3.2855475,0.035619587898254,,
953,london-500,3.9747128,3.2614877,0.035619587898254,,
954,london-500,4.5724707,4.0780764,0.035619587898254,,
955,london-500,4.3704247,3.8247943,0.035619587898254,,
956,london-500,4.4739385,4.04876,0.035619587898254,,
957,london-500,6.7377863,6.2188387,0.035619587898254,,
958,london-500,4.360074,3.8012776,0.035619587898254,,
959,london-500,3.0343752,2.537734,0.035619587898254,,
960,london-500,7.538005,6.935132,0.035619587898254,,
961,london-500,3.7250402,3.101284,0.035619587898254,,
962,london-500,5.607937,5.2418785,0.035619587898254,,
963,london-500,5.783435,4.9985404,0.035619587898254,,
964,london-500,4.4823275,4.064747,0.035619587898254,,
965,london-500,7.4813504,6.7763166,0.035619587898254,,
966,london-500,5.0780597,4.5640903,0.035619587898254,,
967,london-500,5.149731,4.6711855,0.035619587898254,,
968,london-500,6.146152,5.498397,0.035619587898254,,
969,london-500,4.9910393,4.4616065,0.035619587898254,,
970,london-500,5.062995,4.6770344,0.035619587898254,,
971,london-500,3.146504,2.5726333,0.035619587898254,,
972,london-500,4.425012,3.9190278,0.035619587898254,,
973,london-500,6.0125113,5.4719152,0.035619587898254,,
974,london-500,3.1386938,2.6286678,0.035619587898254,,
975,london-500,6.294562,5.8763604,0.035619587898254,,
976,london-500,5.7783394,5.2324586,0.035619587898254,,
977,london-500,3.5864558,2.9002848,0.035619587898254,,
978,london-500,3.941589,3.4898136,0.035619587898254,,
979,london-500,3.259135,2.5979972,0.035619587898254,,
980,london-500,3.8309703,3.1034946,0.035619587898254,,
981,london-500,3.955197,3.4374447,0.035619587898254,,
982,london-500,7.0457897,6.46377,0.035619587898254,,
983,london-500,2.8171084,2.327314,0.035619587898254,,
984,london-500,4.18154,3.7767682,0.035619587898254,,
985,london-500,3.9702084,3.2980843,0.035619587898254,,
986,london-500,5.2924204,4.75508,0.035619587898254,,
987,london-500,5.347802,4.8559413,0.035619587898254,,
988,london-500,4.6266184,3.920803,0.035619587898254,,
989,london-500,4.5679555,4.069125,0.035619587898254,,
990,london-500,6.3829784,4.393499,0.035619587898254,,
991,london-500,3.9315605,3.3129847,0.035619587898254,,
992,london-500,5.5762725,5.044818,0.035619587898254,,
993,london-500,5.4436207,4.956024,0.035619587898254,,
994,london-500,5.533633,4.9615126,0.035619587898254,,
995,london-500,2.882278,2.4035218,0.035619587898254,,
996,london-500,3.2468686,2.5825267,0.035619587898254,,
997,london-500,3.6155586,3.077468,0.035619587898254,,
998,london-500,4.046009,3.2910147,0.035619587898254,,
999,london-500,3.3573577,2.7316918,0.035619587898254,,
1000,london-500,4.052605,3.2702334,0.035902910232544,,
1001,london-500,5.523452,4.4802423,0.035902910232544,,
1002,london-500,3.6262822,3.0381312,0.035902910232544,,
1003,london-500,4.560898,3.9903688,0.035902910232544,,
1004,london-500,4.405239,3.9646578,0.035902910232544,,
1005,london-500,3.43142,3.0533998,0.035902910232544,,
1006,london-500,3.993857,3.5318618,0.035902910232544,,
1007,london-500,9.021366,8.365118,0.035902910232544,,
1008,london-500,2.9538193,2.4675179,0.035902910232544,,
1009,london-500,4.7965975,4.0113783,0.035902910232544,,
1010,london-500,5.7116766,4.5604205,0.035902910232544,,
1011,london-500,5.78893,5.2074957,0.035902910232544,,
1012,london-500,4.1801357,3.558903,0.035902910232544,,
1013,london-500,4.0943184,3.509933,0.035902910232544,,
1014,london-500,5.1129947,4.6557665,0.035902910232544,,
1015,london-500,3.874794,3.0185251,0.035902910232544,,
1016,london-500,3.7592318,2.9774487,0.035902910232544,,
1017,london-500,3.3324866,2.7568648,0.035902910232544,,
1018,london-500,3.5113316,3.1047037,0.035902910232544,,
1019,london-500,5.8042245,5.1800766,0.035902910232544,,
1020,london-500,5.6841393,5.1026497,0.035902910232544,,
1021,london-500,3.0362396,2.5640867,0.035902910232544,,
1022,london-500,5.9384966,4.5472302,0.035902910232544,,
