Test Instance,Graph,Flow Cost,Dual Cost,Time (sec),,
172,london-500,3.1994479,2.6216397,0.040591220855713,,
173,london-500,3.3303719,2.7515569,0.040591220855713,,
174,london-500,3.7866907,2.8067517,0.040591220855713,,
175,london-500,4.3756423,3.725741,0.040591220855713,,
176,london-500,4.9248867,4.286596,0.040591220855713,,
177,london-500,3.3537726,2.738296,0.040591220855713,,
178,london-500,5.6485457,5.063389,0.040591220855713,,
179,london-500,3.2397609,2.6477938,0.040591220855713,,
180,london-500,6.9833593,6.22876,0.040591220855713,,
181,london-500,4.1183186,3.613292,0.040591220855713,,
182,london-500,4.0446796,3.4320488,0.040591220855713,,
183,london-500,5.895123,5.4316425,0.040591220855713,,
184,london-500,4.5771074,4.0268044,0.040591220855713,,
185,london-500,3.2261014,2.7218556,0.040591220855713,,
186,london-500,6.269412,5.797842,0.040591220855713,,
187,london-500,5.1640167,4.478981,0.040591220855713,,
188,london-500,2.7431672,2.2074049,0.040591220855713,,
189,london-500,7.1734667,6.7678146,0.040591220855713,,
190,london-500,4.2046194,3.8378627,0.040591220855713,,
191,london-500,5.7209396,5.0372534,0.040591220855713,,
192,london-500,4.8581963,4.1842995,0.040591220855713,,
193,london-500,3.6194153,3.0832584,0.040591220855713,,
194,london-500,4.4519057,3.6526082,0.040591220855713,,
195,london-500,4.4365883,3.8990202,0.040591220855713,,
196,london-500,11.707198,11.004681,0.040591220855713,,
197,london-500,4.734589,4.270602,0.040591220855713,,
198,london-500,4.6238604,4.036897,0.040591220855713,,
199,london-500,7.0133343,6.2427235,0.040591220855713,,
200,london-500,4.02505,3.4984002,0.040186808109284,,
201,london-500,6.1308327,5.489263,0.040186808109284,,
202,london-500,4.081656,3.5257397,0.040186808109284,,
203,london-500,5.177372,4.399085,0.040186808109284,,
204,london-500,7.254425,6.670842,0.040186808109284,,
205,london-500,4.158779,3.4761007,0.040186808109284,,
206,london-500,3.062553,2.4359536,0.040186808109284,,
207,london-500,4.38034,3.990251,0.040186808109284,,
208,london-500,3.930042,3.4927802,0.040186808109284,,
209,london-500,4.7552853,4.1404967,0.040186808109284,,
210,london-500,3.5081275,2.9837608,0.040186808109284,,
211,london-500,3.744208,3.3068645,0.040186808109284,,
212,london-500,3.6899972,3.3460317,0.040186808109284,,
213,london-500,5.312976,4.8009477,0.040186808109284,,
214,london-500,6.3331704,5.5405197,0.040186808109284,,
215,london-500,5.633933,5.032611,0.040186808109284,,
216,london-500,4.390672,3.9455895,0.040186808109284,,
217,london-500,5.1032944,4.585656,0.040186808109284,,
218,london-500,4.1202183,3.341195,0.040186808109284,,
219,london-500,3.498551,3.0661001,0.040186808109284,,
220,london-500,4.7956343,4.100467,0.040186808109284,,
221,london-500,3.6717913,3.0551825,0.040186808109284,,
222,london-500,4.6630416,3.9496489,0.040186808109284,,
223,london-500,4.8172827,4.1549983,0.040186808109284,,
224,london-500,5.030743,4.1455126,0.040186808109284,,
225,london-500,6.025407,5.511917,0.040186808109284,,
226,london-500,3.1981983,2.6108687,0.040186808109284,,
227,london-500,5.310688,4.8537984,0.040186808109284,,
228,london-500,4.643714,4.283665,0.040186808109284,,
229,london-500,4.4607797,3.7072601,0.040186808109284,,
230,london-500,3.621986,3.0221972,0.040186808109284,,
231,london-500,3.9708815,3.157283,0.040186808109284,,
232,london-500,4.607545,4.0478516,0.040186808109284,,
233,london-500,3.9385293,3.2267475,0.040186808109284,,
234,london-500,3.953466,3.3008301,0.040186808109284,,
235,london-500,9.111311,8.504595,0.040186808109284,,
236,london-500,3.2007368,2.67319,0.040186808109284,,
237,london-500,4.8967037,4.4423857,0.040186808109284,,
238,london-500,8.825924,8.039272,0.040186808109284,,
239,london-500,5.3909636,4.3314176,0.040186808109284,,
240,london-500,8.446336,7.683154,0.040186808109284,,
241,london-500,4.5198073,3.6910796,0.040186808109284,,
242,london-500,5.0527287,4.634679,0.040186808109284,,
243,london-500,4.109799,3.1013982,0.040186808109284,,
244,london-500,3.7512202,3.2275696,0.040186808109284,,
245,london-500,4.849896,4.303049,0.040186808109284,,
246,london-500,4.5766087,4.12429,0.040186808109284,,
247,london-500,5.2173376,4.542507,0.040186808109284,,
248,london-500,4.125636,3.5126314,0.040186808109284,,
249,london-500,3.2477393,2.5729249,0.040186808109284,,
250,london-500,4.0240316,3.519094,0.040186808109284,,
251,london-500,5.2052426,4.5220118,0.040186808109284,,
252,london-500,3.5340095,2.9402852,0.040186808109284,,
253,london-500,5.9169774,4.8653836,0.040186808109284,,
254,london-500,4.267022,3.839036,0.040186808109284,,
255,london-500,7.584882,6.973388,0.040186808109284,,
256,london-500,4.281885,3.3721037,0.040186808109284,,
257,london-500,2.8570237,2.3576224,0.040186808109284,,
258,london-500,3.3640633,2.8700895,0.040186808109284,,
259,london-500,3.9992476,3.585402,0.040186808109284,,
260,london-500,4.850274,4.3868923,0.040186808109284,,
261,london-500,4.4615493,3.9219856,0.040186808109284,,
262,london-500,7.016156,6.355126,0.040186808109284,,
263,london-500,3.0435677,2.6133573,0.040186808109284,,
264,london-500,3.9072866,2.88126,0.040186808109284,,
265,london-500,9.679838,9.079378,0.040186808109284,,
266,london-500,3.2595794,2.8674152,0.040186808109284,,
267,london-500,4.2910542,3.8463273,0.040186808109284,,
268,london-500,5.384744,4.6861854,0.040186808109284,,
269,london-500,3.2274368,2.7639916,0.040186808109284,,
270,london-500,3.8498828,3.2697785,0.040186808109284,,
271,london-500,3.7995696,3.3170161,0.040186808109284,,
272,london-500,3.2702641,2.731436,0.040186808109284,,
273,london-500,4.831447,4.1507053,0.040186808109284,,
274,london-500,3.7936819,3.1406908,0.040186808109284,,
275,london-500,5.1651793,4.7463784,0.040186808109284,,
276,london-500,4.2292247,3.6104653,0.040186808109284,,
277,london-500,3.168889,2.7249763,0.040186808109284,,
278,london-500,3.615952,3.0035603,0.040186808109284,,
279,london-500,5.9379272,5.023843,0.040186808109284,,
280,london-500,3.9001112,3.444424,0.040186808109284,,
281,london-500,4.3037357,3.747597,0.040186808109284,,
282,london-500,4.8397493,4.2388554,0.040186808109284,,
283,london-500,4.452331,3.8281639,0.040186808109284,,
284,london-500,3.5115907,2.9908893,0.040186808109284,,
285,london-500,3.506948,2.9448187,0.040186808109284,,
286,london-500,8.342792,7.547139,0.040186808109284,,
287,london-500,3.0049865,2.4897041,0.040186808109284,,
288,london-500,4.05066,3.5722735,0.040186808109284,,
289,london-500,3.8099627,3.157744,0.040186808109284,,
290,london-500,4.3991265,3.91919,0.040186808109284,,
291,london-500,3.492292,3.142136,0.040186808109284,,
292,london-500,3.4622774,2.9477623,0.040186808109284,,
293,london-500,3.4553525,2.7945633,0.040186808109284,,
294,london-500,3.2681673,2.746137,0.040186808109284,,
295,london-500,4.1075907,3.5197296,0.040186808109284,,
296,london-500,6.249912,5.4842834,0.040186808109284,,
297,london-500,7.4520326,6.2361064,0.040186808109284,,
298,london-500,3.3918579,2.9027889,0.040186808109284,,
299,london-500,3.3664904,2.8299682,0.040186808109284,,
300,london-500,3.8011792,3.187973,0.041411054134369,,
301,london-500,3.251151,2.698606,0.041411054134369,,
302,london-500,3.8594837,2.9816809,0.041411054134369,,
303,london-500,4.6607237,4.0867167,0.041411054134369,,
304,london-500,6.540881,6.0843506,0.041411054134369,,
305,london-500,4.2046304,3.6104317,0.041411054134369,,
306,london-500,3.3197975,2.820062,0.041411054134369,,
307,london-500,3.750713,3.1011543,0.041411054134369,,
308,london-500,2.6131053,2.1271138,0.041411054134369,,
309,london-500,4.71189,4.074007,0.041411054134369,,
310,london-500,5.6404076,4.8164487,0.041411054134369,,
311,london-500,5.8831296,5.408394,0.041411054134369,,
312,london-500,3.6916173,3.2111492,0.041411054134369,,
313,london-500,5.727845,5.2629833,0.041411054134369,,
314,london-500,4.228935,3.7014444,0.041411054134369,,
315,london-500,3.3018165,2.8351195,0.041411054134369,,
316,london-500,3.5651286,2.9414568,0.041411054134369,,
317,london-500,7.2481656,5.7498713,0.041411054134369,,
318,london-500,4.789768,4.355837,0.041411054134369,,
319,london-500,4.9008512,4.1873617,0.041411054134369,,
320,london-500,3.4138856,3.0815942,0.041411054134369,,
321,london-500,5.294135,4.457959,0.041411054134369,,
322,london-500,3.564296,2.9216108,0.041411054134369,,
323,london-500,3.717298,3.2126544,0.041411054134369,,
324,london-500,4.0265374,3.4461365,0.041411054134369,,
325,london-500,5.588209,5.148356,0.041411054134369,,
326,london-500,3.3547945,2.903336,0.041411054134369,,
327,london-500,7.602741,6.9577274,0.041411054134369,,
328,london-500,3.1500182,2.500833,0.041411054134369,,
329,london-500,4.114232,2.7347062,0.041411054134369,,
330,london-500,4.1064043,3.5793135,0.041411054134369,,
331,london-500,4.1807947,3.6141407,0.041411054134369,,
332,london-500,3.4294214,2.9595802,0.041411054134369,,
333,london-500,2.9320133,2.4426498,0.041411054134369,,
334,london-500,3.6508741,3.0665503,0.041411054134369,,
335,london-500,4.1811614,3.6643689,0.041411054134369,,
336,london-500,3.6804945,3.0553017,0.041411054134369,,
337,london-500,5.8791904,5.2166977,0.041411054134369,,
338,london-500,3.1273274,2.5503223,0.041411054134369,,
339,london-500,6.008915,5.5101523,0.041411054134369,,
340,london-500,3.9959111,3.5523176,0.041411054134369,,
341,london-500,4.2568,3.6220198,0.041411054134369,,
342,london-500,5.122188,4.275557,0.041411054134369,,
343,london-500,3.218917,2.7073207,0.041411054134369,,
344,london-500,3.7487566,3.273202,0.041411054134369,,
345,london-500,4.936468,4.1575074,0.041411054134369,,
346,london-500,3.9686534,3.2657046,0.041411054134369,,
347,london-500,3.6487997,3.012262,0.041411054134369,,
348,london-500,10.82955,9.129274,0.041411054134369,,
349,london-500,3.071134,2.5087147,0.041411054134369,,
350,london-500,3.360154,2.8070555,0.041411054134369,,
351,london-500,4.0410366,3.4392266,0.041411054134369,,
352,london-500,6.5821805,5.976817,0.041411054134369,,
353,london-500,3.881699,3.2196112,0.041411054134369,,
354,london-500,4.146938,3.6850996,0.041411054134369,,
355,london-500,4.466152,4.102702,0.041411054134369,,
356,london-500,4.273739,3.6921818,0.041411054134369,,
357,london-500,5.0955625,4.4237165,0.041411054134369,,
358,london-500,4.6971464,4.2770114,0.041411054134369,,
359,london-500,6.2035894,5.4578977,0.041411054134369,,
360,london-500,3.337679,2.9044342,0.041411054134369,,
361,london-500,6.2678423,5.641797,0.041411054134369,,
362,london-500,2.7213159,2.2251225,0.041411054134369,,
363,london-500,12.65547,11.812134,0.041411054134369,,
364,london-500,6.6503963,6.03368,0.041411054134369,,
365,london-500,3.273067,2.518636,0.041411054134369,,
366,london-500,3.8766215,3.224236,0.041411054134369,,
367,london-500,3.4801085,2.9342194,0.041411054134369,,
368,london-500,3.5244157,2.7438216,0.041411054134369,,
369,london-500,3.2636006,2.8499775,0.041411054134369,,
370,london-500,3.8867064,3.0309331,0.041411054134369,,
371,london-500,5.2892985,4.752306,0.041411054134369,,
372,london-500,2.8725996,2.4681413,0.041411054134369,,
373,london-500,4.0991187,3.4483018,0.041411054134369,,
374,london-500,7.992223,6.8621216,0.041411054134369,,
375,london-500,5.4500995,4.8638988,0.041411054134369,,
376,london-500,3.8763802,3.397431,0.041411054134369,,
377,london-500,7.407212,6.8739443,0.041411054134369,,
378,london-500,8.12849,7.106661,0.041411054134369,,
379,london-500,6.885833,6.0320296,0.041411054134369,,
380,london-500,11.394838,10.416579,0.041411054134369,,
381,london-500,5.2295594,4.59636,0.041411054134369,,
382,london-500,3.1750283,2.6924207,0.041411054134369,,
383,london-500,3.734734,3.0688593,0.041411054134369,,
384,london-500,3.6189942,2.8565056,0.041411054134369,,
385,london-500,3.678821,3.0334055,0.041411054134369,,
386,london-500,4.242455,3.638113,0.041411054134369,,
387,london-500,5.8805456,5.094378,0.041411054134369,,
388,london-500,4.334901,3.8707445,0.041411054134369,,
389,london-500,4.1073055,3.3678799,0.041411054134369,,
390,london-500,5.4122767,4.827382,0.041411054134369,,
391,london-500,5.8283515,5.328498,0.041411054134369,,
392,london-500,4.6671615,4.1796813,0.041411054134369,,
393,london-500,3.6051366,2.9807525,0.041411054134369,,
394,london-500,4.2707767,3.9200993,0.041411054134369,,
395,london-500,5.322409,4.184385,0.041411054134369,,
396,london-500,3.0621343,2.5036447,0.041411054134369,,
397,london-500,4.3988657,3.8530073,0.041411054134369,,
398,london-500,3.444345,2.6461706,0.041411054134369,,
399,london-500,3.6796947,2.9718356,0.041411054134369,,
400,london-500,7.75082,7.092898,0.040550198554993,,
401,london-500,3.994447,3.4884315,0.040550198554993,,
402,london-500,4.152422,3.5680687,0.040550198554993,,
403,london-500,3.639642,2.8504508,0.040550198554993,,
404,london-500,4.483921,3.551765,0.040550198554993,,
405,london-500,5.2757444,4.7540812,0.040550198554993,,
406,london-500,5.0966196,4.4875956,0.040550198554993,,
407,london-500,5.246971,4.812364,0.040550198554993,,
408,london-500,3.5535753,2.8068352,0.040550198554993,,
409,london-500,3.2429237,2.7976437,0.040550198554993,,
410,london-500,3.5191832,2.9489937,0.040550198554993,,
411,london-500,4.2377133,3.558334,0.040550198554993,,
412,london-500,2.7259476,2.1891322,0.040550198554993,,
413,london-500,5.160977,4.3992186,0.040550198554993,,
414,london-500,3.7191463,2.8775618,0.040550198554993,,
415,london-500,3.233708,2.756146,0.040550198554993,,
416,london-500,5.148043,4.765854,0.040550198554993,,
417,london-500,3.7458708,3.2183945,0.040550198554993,,
418,london-500,4.1809626,3.347563,0.040550198554993,,
419,london-500,5.8110657,5.3749695,0.040550198554993,,
420,london-500,4.056047,3.4483047,0.040550198554993,,
421,london-500,2.948275,2.3522093,0.040550198554993,,
422,london-500,4.9917145,4.4925127,0.040550198554993,,
423,london-500,4.17126,3.6392384,0.040550198554993,,
424,london-500,4.5532904,3.8325624,0.040550198554993,,
425,london-500,5.117595,4.347274,0.040550198554993,,
426,london-500,5.483304,4.8944764,0.040550198554993,,
427,london-500,4.843397,4.3161383,0.040550198554993,,
428,london-500,4.5686245,3.9863775,0.040550198554993,,
429,london-500,3.4693007,2.8608613,0.040550198554993,,
430,london-500,4.536501,4.1190243,0.040550198554993,,
431,london-500,3.5378551,3.0460227,0.040550198554993,,
432,london-500,7.124731,6.5701194,0.040550198554993,,
433,london-500,6.8390646,6.2495418,0.040550198554993,,
434,london-500,3.3784337,2.913842,0.040550198554993,,
435,london-500,4.840237,4.334294,0.040550198554993,,
436,london-500,4.7895536,4.223112,0.040550198554993,,
437,london-500,5.7573457,5.1592503,0.040550198554993,,
438,london-500,4.284139,3.619779,0.040550198554993,,
439,london-500,3.8861299,3.3715062,0.040550198554993,,
440,london-500,3.9405854,3.3761683,0.040550198554993,,
441,london-500,6.4698153,5.811328,0.040550198554993,,
442,london-500,3.5570252,3.1176336,0.040550198554993,,
443,london-500,4.0172625,3.4603758,0.040550198554993,,
444,london-500,3.6675189,2.9936051,0.040550198554993,,
445,london-500,4.1585283,3.5819557,0.040550198554993,,
446,london-500,2.9474156,2.4714909,0.040550198554993,,
447,london-500,2.6944373,2.244914,0.040550198554993,,
448,london-500,4.97723,4.565075,0.040550198554993,,
449,london-500,3.940774,3.435711,0.040550198554993,,
450,london-500,3.292409,2.8236215,0.040550198554993,,
451,london-500,3.1768038,2.6049252,0.040550198554993,,
452,london-500,3.7198334,3.0580986,0.040550198554993,,
453,london-500,4.1901727,3.4395943,0.040550198554993,,
454,london-500,5.435708,4.8041463,0.040550198554993,,
455,london-500,4.095233,3.3950295,0.040550198554993,,
456,london-500,6.2498884,5.1763144,0.040550198554993,,
457,london-500,3.7759852,3.0826712,0.040550198554993,,
458,london-500,7.497383,6.839418,0.040550198554993,,
459,london-500,8.91018,8.168883,0.040550198554993,,
460,london-500,7.5698314,6.747247,0.040550198554993,,
461,london-500,2.877493,2.3707237,0.040550198554993,,
462,london-500,2.868314,2.3308592,0.040550198554993,,
463,london-500,6.378086,5.898397,0.040550198554993,,
464,london-500,3.4045372,2.7301574,0.040550198554993,,
465,london-500,3.679958,2.8369803,0.040550198554993,,
466,london-500,2.809159,2.42275,0.040550198554993,,
467,london-500,3.0153098,2.5574741,0.040550198554993,,
468,london-500,7.854165,7.227094,0.040550198554993,,
469,london-500,3.3554826,2.6744003,0.040550198554993,,
470,london-500,5.551032,5.010201,0.040550198554993,,
471,london-500,3.1529226,2.3847568,0.040550198554993,,
472,london-500,3.6891966,3.1391692,0.040550198554993,,
473,london-500,5.1640935,4.3396072,0.040550198554993,,
474,london-500,5.0860453,4.593982,0.040550198554993,,
475,london-500,2.8609548,2.398114,0.040550198554993,,
476,london-500,6.1520944,5.541343,0.040550198554993,,
477,london-500,3.0422516,2.4621959,0.040550198554993,,
478,london-500,3.599265,3.0722563,0.040550198554993,,
479,london-500,4.618605,3.9119549,0.040550198554993,,
480,london-500,4.91675,4.2318025,0.040550198554993,,
481,london-500,5.4050536,4.865305,0.040550198554993,,
482,london-500,3.846739,3.290849,0.040550198554993,,
483,london-500,6.912801,6.457112,0.040550198554993,,
484,london-500,4.7536407,4.372732,0.040550198554993,,
485,london-500,4.616539,3.9981668,0.040550198554993,,
486,london-500,7.296878,6.461089,0.040550198554993,,
487,london-500,4.1023555,3.6221857,0.040550198554993,,
488,london-500,4.5494533,3.8224344,0.040550198554993,,
489,london-500,5.7605667,5.0336175,0.040550198554993,,
490,london-500,4.460928,3.934533,0.040550198554993,,
491,london-500,3.4147177,2.9141688,0.040550198554993,,
492,london-500,7.6788187,7.007345,0.040550198554993,,
493,london-500,3.6804233,3.1296906,0.040550198554993,,
494,london-500,3.961042,3.3640547,0.040550198554993,,
495,london-500,4.279056,3.6458669,0.040550198554993,,
496,london-500,3.3399367,2.751473,0.040550198554993,,
497,london-500,4.5954547,3.8520732,0.040550198554993,,
498,london-500,6.247216,5.5927916,0.040550198554993,,
499,london-500,4.1283517,3.3057933,0.040550198554993,,
500,london-500,3.318684,2.6743336,0.042014157772064,,
501,london-500,3.945562,3.3219943,0.042014157772064,,
502,london-500,3.6095743,2.870402,0.042014157772064,,
503,london-500,3.93114,3.0887303,0.042014157772064,,
504,london-500,3.6778774,3.0697293,0.042014157772064,,
505,london-500,3.707408,3.1676092,0.042014157772064,,
506,london-500,7.7436595,6.4894924,0.042014157772064,,
507,london-500,4.847206,4.355184,0.042014157772064,,
508,london-500,3.4152415,3.0514479,0.042014157772064,,
509,london-500,3.8606315,3.2572536,0.042014157772064,,
